Plugin,Menu,Section,Type,English,Japanese
"BossMod","","","","Ex4Zelenia",""
"BossMod","","","","Ex8Enuo","Ex8Enuo"
"BossMod","","","","Executes fully optimal rotations to the best of its ability.","可能な範囲で最適なローテーションを実行します。"
"BossMod","","","","Expansion","拡張パッケージ"
"BossMod","","","","Export",""
"BossMod","","","","Extreme Trials","極討滅戦"
"BossMod","","","","F.A.T.E.","F.A.T.E."
"BossMod","","","","Files are located in 'C:\Users\USER\AppData\Roaming\XIVLauncher\pluginConfigs\BossMod\replays'.","ファイルは 'C:\Users\USER\AppData\Roaming\XIVLauncher\pluginConfigs\BossMod\replays' に保存されます。"
"BossMod","","","","Focus target master",""
"BossMod","","","","Follow master even if a boss module is active","ボスモジュール動作中もマスターを追従"
"BossMod","","","","Forbid tomahawk too early in prepull",""
"BossMod","","","","ForkedTower","ForkedTower"
"BossMod","","","","Format for recorded logs",""
"BossMod","","","","FRU",""
"BossMod","","","","Full duty automation",""
"BossMod","","","","Generic solver settings","汎用ソルバー設定"
"BossMod","","","","Give radar extra space for rotations",""
"BossMod","","","","Global","全体"
"BossMod","","","","GNB",""
"BossMod","","","","Go to the ""Autorotation Presets"" tab to create a preset.","プリセットを作成するには「自動ローテーションプリセット」タブを開いてください。"
"BossMod","","","","Guessed angle for unknown cone AOEs","未知の扇形AOEに使用する推定角度"
"BossMod","","","","Guide for using this feature can be found on the project's GitHub wiki.","この機能の使い方はプロジェクトのGitHub Wikiにあります。"
"BossMod","","","","Hall of the Novice","初心者の館"
"BossMod","","","","Heavensward",""
"BossMod","","","","Hide built-in presets","内蔵プリセットを非表示"
"BossMod","","","","Hide radar","レーダーを非表示"
"BossMod","","","","Hold to allow movement while casting",""
"BossMod","","","","If this option is disabled, replays will contain personally identifying information for your character and any other player you see during the recording - specifically, names and content IDs.",""
"BossMod","","","","Ignore entirely","完全に無視"
"BossMod","","","","Ignore packets for other players when dumping to dalamud.log",""
"BossMod","","","","Import",""
"BossMod","","","","Invalid assignments: there should be exactly one raid member per role",""
"BossMod","","","","Lock radar and hint window movement and mouse interaction",""
"BossMod","","","","Manually select position by extra click (normal game behaviour)",""
"BossMod","","","","Maturity of each rotation module is present in a tooltip.","各ローテーションモジュールの成熟度はツールチップで確認できます。"
"BossMod","","","","Max replays to keep before removal",""
"BossMod","","","","MCH",""
"BossMod","","","","MNK",""
"BossMod","","","","Module packs: source directory","モジュールパック：ソースフォルダー"
"BossMod","","","","Move towards current target","現在のターゲットへ移動"
"BossMod","","","","New","新規"
"BossMod","","","","Normal Raids","ノーマルレイド"
"BossMod","","","","Normal Trials","討滅戦"
"BossMod","","","","Obstacle map auto-generation","障害物マップを自動生成"
"BossMod","","","","Obstacle maps: source path","障害物マップ：ソースパス"
"BossMod","","","","Open Replay Folder","リプレイフォルダーを開く"
"BossMod","","","","Open settings dialog","設定画面を開く"
"BossMod","","","","Party Roles","PTロール"
"BossMod","","","","PCT",""
"BossMod","","","","Planner: background","プランナー：背景"
"BossMod","","","","Planner: background highlight","プランナー：背景強調"
"BossMod","","","","Planner: cooldown","プランナー：クールダウン"
"BossMod","","","","Planner: effect","プランナー：効果"
"BossMod","","","","Planner: fallback color for options","プランナー：オプションの代替色"
"BossMod","","","","Planner: window 0","プランナー：ウィンドウ0"
"BossMod","","","","Planner: window 1","プランナー：ウィンドウ1"
"BossMod","","","","Planner: window 2","プランナー：ウィンドウ2"
"BossMod","","","","Planner: window 3","プランナー：ウィンドウ3"
"BossMod","","","","Planner: window 4","プランナー：ウィンドウ4"
"BossMod","","","","Planner: window 5","プランナー：ウィンドウ5"
"BossMod","","","","Planner: window 6","プランナー：ウィンドウ6"
"BossMod","","","","Planner: window 7","プランナー：ウィンドウ7"
"BossMod","","","","PLD",""
"BossMod","","","","Prefer self-targeted holmgang; requires smart targeting to be enabled (and allows overriding target by mouseover)",""
"BossMod","","","","Preset","プリセット"
"BossMod","","","","Prevent movement and action execution when pyretic-like mechanics are imminent (set to 0 to disable, otherwise increase threshold depending on your ping).",""
"BossMod","","","","Prevent movement while casting",""
"BossMod","","","","Print AI status changes to chat","AI状態の変更をチャットに表示"
"BossMod","","","","Provides an on-screen window that contains an area mini-map showing player positions, boss position(s), various imminent AoEs, and other mechanics.","プレイヤー位置、ボス位置、直近のAOE、その他ギミックを表示するエリアミニマップウィンドウを提供します。"
"BossMod","","","","Puni.sh Discord","Puni.sh Discord"
"BossMod","","","","PvP",""
"BossMod","","","","Q01TheFinalVerse","Q01TheFinalVerse"
"BossMod","","","","Quantum","量子"
"BossMod","","","","Radar","レーダー"
"BossMod","","","","Radar arena scale factor",""
"BossMod","","","","Radar element thickness scale factor",""
"BossMod","","","","Raw binary","生バイナリ"
"BossMod","","","","RealmReborn",""
"BossMod","","","","Record and store server packets in the replay",""
"BossMod","","","","Remove extra framerate-induced cooldown delay",""
"BossMod","","","","Remove extra lag-induced animation lock delay from instant casts (read tooltip!)",""
"BossMod","","","","Replaces autorotations in specific fights.","特定の戦闘で自動ローテーションを置き換えます。"
"BossMod","","","","Replays",""
"BossMod","","","","Revert","元に戻す"
"BossMod","","","","RM05SDancingGreen","RM05SDancingGreen"
"BossMod","","","","RM06SSugarRiot","RM06SSugarRiot"
"BossMod","","","","RM08SHowlingBlade","RM08SHowlingBlade"
"BossMod","","","","RM09SVampFatale","RM09SVampFatale"
"BossMod","","","","RM10STheXtremes","RM10STheXtremes"
"BossMod","","","","RM11STheTyrant","RM11STheTyrant"
"BossMod","","","","RM12S2TheLindwurm","RM12S2TheLindwurm"
"BossMod","","","","Rotate radar to match camera orientation",""
"BossMod","","","","RPR",""
"BossMod","","","","Savage Raids","零式レイド"
"BossMod","","","","Save",""
"BossMod","","","","Save as copy","コピーとして保存"
"BossMod","","","","SCH",""
"BossMod","","","","Search:",""
"BossMod","","","","Search: ","検索："
"BossMod","","","","Seconds in advance to show spotlight safe spots (default: 15)","スポットライト安全地帯を事前表示する秒数（既定：15）"
"BossMod","","","","See exactly whether you're getting clipped by incoming AoE or not.","着弾するAOEに当たるかどうかを正確に確認できます。"
"BossMod","","","","Select preset to edit or create a new one.","編集するプリセットを選択するか、新しいプリセットを作成してください。"
"BossMod","","","","Settings",""
"BossMod","","","","Shadowbringers",""
"BossMod","","","","Should not be used in any group content.","PT／アライアンスなどのグループコンテンツでは使用しないでください。"
"BossMod","","","","Show arena border in radar",""
"BossMod","","","","Show autorotation preset in the server info bar",""
"BossMod","","","","Show cardinal direction names on radar",""
"BossMod","","","","Show config window","設定ウィンドウを表示"
"BossMod","","","","Show in-game UI",""
"BossMod","","","","Show mechanic sequence and timer hints",""
"BossMod","","","","Show melee range indicator on radar","レーダーに近接攻撃範囲を表示"
"BossMod","","","","Show movement hints in world",""
"BossMod","","","","Show outlines and shadows on various radar markings",""
"BossMod","","","","Show performance stats in the server info bar","サーバー情報バーにパフォーマンス統計を表示"
"BossMod","","","","Show player hints and warnings",""
"BossMod","","","","Show positional hints in world",""
"BossMod","","","","Show raidwide hints",""
"BossMod","","","","Show replay management UI",""
"BossMod","","","","Show role-based colors on otherwise uncolored players in the radar",""
"BossMod","","","","Show signs on radar ('attack', 'bind', 'ignore', and shape markers)",""
"BossMod","","","","Show status in the server info bar","サーバー情報バーに状態を表示"
"BossMod","","","","Show testing radar and hint window",""
"BossMod","","","","Show text hints in separate window",""
"BossMod","","","","Show waymark shapes on radar","レーダーにフィールドマーカー形状を表示"
"BossMod","","","","Show waymarks on radar",""
"BossMod","","","","Smart ability targeting","アビリティのスマートターゲット"
"BossMod","","","","Smart character orientation",""
"BossMod","","","","Stormblood",""
"BossMod","","","","Supported Bosses","対応ボス"
"BossMod","","","","Text only",""
"BossMod","","","","Text outline color","文字アウトライン色"
"BossMod","","","","This setting prevents starting autos early during countdown, starts them automatically at pull, when switching targets and when using any actions that don't explicitly cancel autos.",""
"BossMod","","","","TradeTortoise","TradeTortoise"
"BossMod","","","","Transparent background for text hints window","テキストヒントウィンドウの背景を透明化"
"BossMod","","","","Transparent radar window background",""
"BossMod","","","","Try to prevent dashing into AOEs",""
"BossMod","","","","Ultimate Raids","絶レイド"
"BossMod","","","","UMAD","UMAD"
"BossMod","","","","Uncategorized","未分類"
"BossMod","","","","Unreal Trials","幻討滅戦"
"BossMod","","","","Use actions on mouseover target",""
"BossMod","","","","Use custom queueing for manually pressed actions",""
"BossMod","","","","Use dash abilities for navigation (Smudge, Elusive Jump, etc)",""
"BossMod","","","","Useful because you don't have to remember what ability names mean.","アビリティ名の意味を覚えておく必要がなくなるため便利です。"
"BossMod","","","","Useful for creating boss modules, analyzing problems with them, and making CD plans.","ボスモジュール作成、不具合解析、クールダウン計画作成に役立ちます。"
"BossMod","","","","Variant Dungeons","ヴァリアントダンジョン"
"BossMod","","","","Verbose text","詳細テキスト"
"BossMod","","","","WAR",""
"BossMod","","","","When asking for help, make sure to provide a replay! Please note that replays will contain your player name!","サポートを依頼する際はリプレイを添付してください。リプレイにはキャラクター名が含まれる点に注意してください。"
"BossMod","","","","WHM",""
"BossMod","","","","With icon",""
"BossMod","","","","XivAlexander / NoClippyとは併用しないでください。検出時は自動で無効化される想定ですが、必ず確認してください。",""
"BossMod","","","","この設定を無効にすると、リプレイに自分や記録中に表示された他プレイヤーの個人識別情報（名前、Content ID）が含まれます。",""
"BossMod","","","","アクション実行時に自動でマウントを降りる###Automatically dismount to execute actions",""
"BossMod","","","","アニメーションロック軽減使用時の最大疑似遅延をミリ秒単位で設定します。0にはできません。20msでは自動回し時に3アビ挟みが可能になります。3アビ挟みを防ぐ最小値は26msです。20msはFFLogsで許容されており、通常ログ上の問題はありません。",""
"BossMod","","","","アルテマウェポン破壊作戦",""
"BossMod","","","","イフリート討伐戦",""
"BossMod","","","","エーテリアルシフトをカメラ方向に合わせる###Align Aetherial Shift with camera direction",""
"BossMod","","","","オートアタックを自動管理###Automatically manage auto attacks",""
"BossMod","","","","カウントダウンなしでボス戦が始まったら自動回しを停止###Disable autorotation if the boss is pulled without a countdown",""
"BossMod","","","","カウントダウン中の早すぎるオートアタック開始を防ぎ、戦闘開始時・ターゲット変更時・オートアタックを明示的に止めないアクション使用時に自動開始します。",""
"BossMod","","","","カメラ方向に合わせてレーダーを回転###Rotate radar to match camera orientation",""
"BossMod","","","","ガルーダ討伐戦",""
"BossMod","","","","ギミック順序とタイマーのヒントを表示###Show mechanic sequence and timer hints",""
"BossMod","","","","クエストバトル／ソロコンテンツの自動実行を有効化###Enable automatic execution of quest battles / solo duties",""
"BossMod","","","","クライアントパケットをdalamud.logへ出力###Dump client packets into dalamud.log",""
"BossMod","","","","クリスタルタワー：古代の民の迷宮",""
"BossMod","","","","グラウンドターゲットアクションの対象を自動選択",""
"BossMod","","","","ゲーム内UIを表示###Show in-game UI",""
"BossMod","","","","ゲーム画面上にウェイポイントを表示###Draw waypoints in game world",""
"BossMod","","","","ゲーム画面上に方向指定ヒントを表示###Show positional hints in world",""
"BossMod","","","","ゲーム画面上に移動ヒントを表示###Show movement hints in world",""
"BossMod","","","","コンテンツリプレイに自動記録###Auto record in Duty Recorder replays",""
"BossMod","","","","コンテンツ／フィールドモジュールの開始・終了時にリプレイを自動記録###Auto record replays on duty start/end or outdoor module start/end",""
"BossMod","","","","サーバーパケットをdalamud.logへ出力###Dump server packets into dalamud.log",""
"BossMod","","","","サーバーパケットをリプレイへ記録・保存###Record and store server packets in the replay",""
"BossMod","","","","サーバー情報バーに自動回しプリセットを表示",""
"BossMod","","","","タイタン討伐戦",""
"BossMod","","","","テキストヒントを別ウィンドウに表示###Show text hints in separate window",""
"BossMod","","","","テスト用レーダー／ヒントウィンドウを表示###Show testing radar and hint window",""
"BossMod","","","","フォーカスターゲット中のPTメンバーを常に表示###Always show focus targeted party member",""
"BossMod","","","","フレームレート由来の余分なリキャスト遅延を軽減###Remove extra framerate-induced cooldown delay",""
"BossMod","","","","プレイヤーが危険な場合にアリーナ境界色を変更###Change arena border color if player is at risk",""
"BossMod","","","","プレイヤー向けヒント／警告を表示###Show player hints and warnings",""
"BossMod","","","","ホルムギャングは自分対象を優先（スマートターゲット有効必須。マウスオーバーで対象変更可）###Prefer self-targeted holmgang; requires smart targeting to be enabled (and allows overriding target by mouseover)",""
"BossMod","","","","マウスオーバー対象にアクションを使用###Use actions on mouseover target",""
"BossMod","","","","マスターをフォーカスターゲット###Focus target master",""
"BossMod","","","","モジュールによるアクション自動使用を許可###Allow modules to automatically use actions",""
"BossMod","","","","リプレイを匿名化###Anonymize replays",""
"BossMod","","","","リプレイ管理画面を表示###Show replay management UI",""
"BossMod","","","","レーダーにアリーナ境界を表示###Show arena border in radar",""
"BossMod","","","","レーダーにフィールドマーカーを表示###Show waymarks on radar",""
"BossMod","","","","レーダーにマーカー（攻撃・バインド・禁止・図形）を表示###Show signs on radar ('attack', 'bind', 'ignore', and shape markers)",""
"BossMod","","","","レーダーに方角名を表示###Show cardinal direction names on radar",""
"BossMod","","","","レーダーを有効化###Enable radar",""
"BossMod","","","","レーダーウィンドウ背景を透明化###Transparent radar window background",""
"BossMod","","","","レーダー内アリーナに不透明背景を追加###Add opaque background to the arena in the radar",""
"BossMod","","","","レーダー／ヒントウィンドウの移動とマウス操作をロック###Lock radar and hint window movement and mouse interaction",""
"BossMod","","","","全体攻撃のヒントを表示###Show raidwide hints",""
"BossMod","","","","割り当て不正：各ロールにちょうど1人のPTメンバーが必要です",""
"BossMod","","","","各種レーダー表示に輪郭線と影を表示###Show outlines and shadows on various radar markings",""
"BossMod","","","","名門屋敷 ハウケタ御用邸",""
"BossMod","","","","善王モグル・モグXII世討滅戦",""
"BossMod","","","","回転用にレーダー周囲へ余白を追加###Give radar extra space for rotations",""
"BossMod","","","","城塞攻略 ストーンヴィジル",""
"BossMod","","","","外郭攻略 カストルム・メリディアヌム",""
"BossMod","","","","大迷宮バハムート：邂逅編1",""
"BossMod","","","","大迷宮バハムート：邂逅編2",""
"BossMod","","","","大迷宮バハムート：邂逅編4",""
"BossMod","","","","大迷宮バハムート：邂逅編5",""
"BossMod","","","","天竜宮殿 ソール・カイ",""
"BossMod","","","","奪還支援 ブレイフロクスの野営地",""
"BossMod","","","","対象が死亡したら詠唱を自動キャンセル###Automatically cancel a cast when target is dead",""
"BossMod","","","","封鎖坑道 カッパーベル銅山",""
"BossMod","","","","峻厳渓谷 ゼルファトル",""
"BossMod","","","","巨大防壁 バエサルの長城",""
"BossMod","","","","幻龍残骸 黙約の塔",""
"BossMod","","","","強硬突入 イシュガルド教皇庁",""
"BossMod","","","","戦闘終了時、強制停止された自動回しを自動で再有効化###Automatically reenable force-disabled autorotation when exiting combat",""
"BossMod","","","","戦闘終了時に自動回しを自動停止###Automatically disable autorotation when exiting combat",""
"BossMod","","","","戦闘開始前にトマホークを早く使いすぎない###Forbid tomahawk too early in prepull",""
"BossMod","","","","手動入力アクションに独自の先行入力を使用###Use custom queueing for manually pressed actions",""
"BossMod","","","","押している間は詠唱中の移動を許可",""
"BossMod","","","","掃討作戦 ゼーメル要塞",""
"BossMod","","","","接近技だけでなく全てのダッシュに適用###Apply to all dashes, not just gap closers",""
"BossMod","","","","新生エオルゼア",""
"BossMod","","","","旅神聖域 ワンダラーパレス",""
"BossMod","","","","星海観測 逆さの塔",""
"BossMod","","","","暁月のフィナーレ",""
"BossMod","","","","最終決戦 魔導城プラエトリウム",""
"BossMod","","","","有効###Enable",""
"BossMod","","","","極イフリート討滅戦",""
"BossMod","","","","極ガルーダ討滅戦",""
"BossMod","","","","極タイタン討滅戦",""
"BossMod","","","","死亡時に自動回しを自動停止###Automatically disable autorotation on death",""
"BossMod","","","","死者の宮殿 B11～B20",""
"BossMod","","","","死者の宮殿 B1～B10",""
"BossMod","","","","氷結潜窟 スノークローク大氷壁",""
"BossMod","","","","流砂迷宮 カッターズクライ",""
"BossMod","","","","滅アライアンスレイド",""
"BossMod","","","","漆黒のヴィランズ",""
"BossMod","","","","特殊フィールド探索",""
"BossMod","","","","生存中のPTメンバーを常に全員表示###Always show all alive party members",""
"BossMod","","","","監獄廃墟 トトラクの千獄",""
"BossMod","","","","真イフリート討滅戦",""
"BossMod","","","","真ガルーダ討滅戦",""
"BossMod","","","","真タイタン討滅戦",""
"BossMod","","","","真リヴァイアサン討滅戦",""
"BossMod","","","","禁書回収 グブラ幻想図書館",""
"BossMod","","","","移動にダッシュ系アクションを使用（Smudge、Elusive Jumpなど）###Use dash abilities for navigation (Smudge, Elusive Jump, etc)",""
"BossMod","","","","究極幻想 アルテマウェポン破壊作戦",""
"BossMod","","","","第七星暦ストーリー",""
"BossMod","","","","紅蓮のリベレーター",""
"BossMod","","","","色指定のないプレイヤーをロール別の色で表示###Show role-based colors on otherwise uncolored players in the radar",""
"BossMod","","","","蒼天のイシュガルド",""
"BossMod","","","","蒼天聖戦 魔科学研究所","蒼天聖戦 魔科学研究所"
"BossMod","","","","記録ログの形式",""
"BossMod","","","","詠唱中の移動を防止###Prevent movement while casting",""
"BossMod","","","","誘引の罠が発動したら自動回しを自動停止###Automatically disable autorotation if a Luring Trap is triggered",""
"BossMod","","","","追加クリックで位置を手動指定（ゲーム標準動作）",""
"BossMod","","","","通信遅延由来の余分なアニメーションロックを軽減（ツールチップ要確認）###Remove extra lag-induced animation lock delay from instant casts (read tooltip!)",""
"BossMod","","","","遺跡探索 カルン埋没寺院",""
"BossMod","","","","邪念排撃 古城アムダプール (Hard)",""
"BossMod","","","","邪教排撃 古城アムダプール",""
"BossMod","","","","邪竜血戦 ドラゴンズエアリー",""
"BossMod","","","","霊峰踏破 ソーム・アル",""
"BossMod","","","","霧中行軍 オーラムヴェイル",""
"BossMod","","","","青魔道士","青魔道士"
"BossMod","","","","黄金のレガシー",""
