Plugin,Menu,Section,Type,English,Japanese
GatherBuddyReborn,,,TabItem,Config,設定
GatherBuddyReborn,,,TabItem,Config Presets,設定プリセット
GatherBuddyReborn,,,Selectable,Config Window,設定ウィンドウ
GatherBuddyReborn,,,Text/RenderTextWrapped,"Config window too big? Why can't you hold all this information?
Prepare a small window with only those items that actually interest you!","設定ウィンドウが大きすぎますか？
必要な項目だけを表示する小さなウィンドウを作成できます。"
GatherBuddyReborn,,,Text/RenderTextWrapped,Configure what actions to use with Auto-Gather.,自動採集で使用するアクションを設定します。
GatherBuddyReborn,,,Button,Contains Archeo Kingdom crafting nodes.,アルケオキングダムの製作素材採集ポイントを含みます。
GatherBuddyReborn,,,Button,Copy Caught Fish JSON,釣った魚のJSONをコピー
GatherBuddyReborn,,,Checkbox/RenderText,Copy Multi Hook Stats when reporting.,報告時にマルチフック統計をコピー
GatherBuddyReborn,,,Checkbox/RenderText,Copy Sizes Stats when reporting.,報告時にサイズ統計をコピー
GatherBuddyReborn,,,Checkbox/RenderText,Copy Time Stats when reporting.,報告時に時間統計をコピー
GatherBuddyReborn,,,RenderText,Cordial,コーディアル
GatherBuddyReborn,,,CollapsingHeaderPtr,Cosmic Exploration Fishing Missions##CosmicDebug,コスモエクスプローラー・漁師ミッション##CosmicDebug
GatherBuddyReborn,,,Button,Create Alarms,アラームを作成
GatherBuddyReborn,,,Button,Create Auto-Gather List,自動採集リストを作成
GatherBuddyReborn,,,Button,Create Preset,プリセットを作成
GatherBuddyReborn,,,Button,Create Window Preset,ウィンドウプリセットを作成
GatherBuddyReborn,,,Checkbox/RenderText,Crystals,クリスタル
GatherBuddyReborn,,,Text/RenderTextWrapped,Custom Fish Data,魚データのカスタム
GatherBuddyReborn,,,Text/RenderTextWrapped,Custom Location Data Background,カスタム位置データの背景
GatherBuddyReborn,,,Text/RenderTextWrapped,"Default locations getting you down?
Set up custom aetherytes or map marker locations for specific nodes.",既定の移動先が使いにくい場合、特定の採集ポイント用にエーテライトやマップマーカー位置を個別設定できます。
GatherBuddyReborn,,,Checkbox/RenderText,Defer aetherial reduction during fishing buffs,釣りバフ中は精選を後回し
GatherBuddyReborn,,,Checkbox/RenderText,Defer materia extraction during fishing buffs,釣りバフ中はマテリア精製を後回し
GatherBuddyReborn,,,Checkbox/RenderText,Defer repairs during fishing buffs,釣りバフ中は修理を後回し
GatherBuddyReborn,,,MenuItem/RenderText,Delete List,リストを削除
GatherBuddyReborn,,,Checkbox/RenderText,Diadem Auto-Aethercannon,ディアデムでエーテルキャノンを自動使用
GatherBuddyReborn,,,Checkbox/RenderText,Diadem Windmire Jumps,ディアデムで風脈ジャンプを使用
GatherBuddyReborn,,,Checkbox/RenderText,Disable map marker navigation,マップマーカーへのナビゲーションを無効化
GatherBuddyReborn,,,Checkbox/RenderText,Disable Random Landing Positions,ランダム着地点を無効化
GatherBuddyReborn,,,Text/RenderTextWrapped,"Do you often find yourself late for a very important date with no time to say hello or goodbye?
Set up your very own alarm clock. Viera might even be able to wear it around their neck.",時間指定の採集を忘れないよう、自分用のアラームを設定できます。
GatherBuddyReborn,,,Text/RenderTextWrapped,"Do you really need to catch a Dirty Herry from 8PM to 10PM but gather mythril ore otherwise?
Set up your own gather groups! You can even share them with others!",時間帯ごとに異なる採集対象をまとめたい場合は、採集グループを作成できます。他の人と共有することもできます。
GatherBuddyReborn,,,MenuItem/RenderText,Duplicate List,リストを複製
GatherBuddyReborn,,,Checkbox/RenderText,Edit Fish Timer,魚タイマーを編集
GatherBuddyReborn,,,Checkbox/RenderText,Enable Aetherial Reduction,精選を有効化
GatherBuddyReborn,,,Checkbox/RenderText,Enable Alarms,アラームを有効化
GatherBuddyReborn,,,Checkbox/RenderText,Enable Alarms in Duty,コンテンツ中もアラームを有効化
GatherBuddyReborn,,,Checkbox/RenderText,Enable Alarms Only In-Game,ゲーム内にいる時だけアラームを有効化
GatherBuddyReborn,,,Checkbox/RenderText,Enable Fish Stats,魚統計を有効化
GatherBuddyReborn,,,Checkbox/RenderText,Enable Fish Timer Clickthrough,魚タイマーをクリック透過
GatherBuddyReborn,,,Checkbox/RenderText,Enable Gathering Window Interaction (DISABLING THIS IS UNSUPPORTED),採集ウィンドウ操作を有効化（無効化はサポート対象外）
GatherBuddyReborn,,,Checkbox/RenderText,Enable Gear Change,装備変更を有効化
GatherBuddyReborn,,,Checkbox/RenderText,Enable Graphs.,グラフを有効化
GatherBuddyReborn,,,Checkbox/RenderText,Enable materia extraction,マテリア精製を有効化
GatherBuddyReborn,,,Checkbox/RenderText,Enable Teleport,テレポを有効化
GatherBuddyReborn,,,RenderText,Eorzea Hour Change Alarm,エオルゼア時刻変更アラーム
GatherBuddyReborn,,,Checkbox/RenderText/RenderTextWrapped,Ephemeral,刻限
GatherBuddyReborn,,,Checkbox/RenderText,Escape Closes Main Window,ESCでメインウィンドウを閉じる
GatherBuddyReborn,,,RenderText,Execution delay (Milliseconds),実行遅延（ミリ秒）
GatherBuddyReborn,,,Button,Export JSON,JSONを書き出し
GatherBuddyReborn,,,Button,Export TSV,TSVを書き出し
GatherBuddyReborn,,,Checkbox/RenderText,Fallback##list,予備##list
GatherBuddyReborn,,,TabItem/Checkbox/RenderText,Fish,魚
GatherBuddyReborn,,,TabItem,Fish Records,魚の記録
GatherBuddyReborn,,,Selectable,Fish Stats,魚統計
GatherBuddyReborn,,,Selectable,Fish Timer,魚タイマー
GatherBuddyReborn,,,RenderText,Fish Timer Bite Time Scale,魚タイマーのヒット時間スケール
GatherBuddyReborn,,,RenderText,Fish Timer Interval Rounding,魚タイマー間隔の丸め
GatherBuddyReborn,,,RenderText,Fish Timer Interval Separators,魚タイマー間隔の区切り
GatherBuddyReborn,,,Text/RenderTextWrapped,Fish Timer Window Background,魚タイマーの背景
GatherBuddyReborn,,,Text/RenderTextWrapped,Fish Timer Window Bite time Highlight Markers (Bait),魚タイマーのヒット時間強調マーカー（餌）
GatherBuddyReborn,,,Text,Fish Timer Window Bite time Highlight Markers (Overall),魚タイマーのヒット時間強調マーカー（全体）
GatherBuddyReborn,,,Text/RenderTextWrapped,Fish Timer Window Legendary Tug (Powerful Hookset),魚タイマー：伝説級の引き（ストロングフッキング）
GatherBuddyReborn,,,Text/RenderTextWrapped,"Fish Timer Window Legendary Tug (Powerful Hookset, Uncaught)",魚タイマー：伝説級の引き（ストロングフッキング・未釣獲）
GatherBuddyReborn,,,Text/RenderTextWrapped,Fish Timer Window Legendary Tug (Precision Hookset),魚タイマー：伝説級の引き（プレシジョンフッキング）
GatherBuddyReborn,,,Text/RenderTextWrapped,"Fish Timer Window Legendary Tug (Precision Hookset, Uncaught)",魚タイマー：伝説級の引き（プレシジョンフッキング・未釣獲）
GatherBuddyReborn,,,Text,Fish Timer Window Lure Dead Zone Hatching,魚タイマー：ルアー無効帯の網掛け
GatherBuddyReborn,,,Text/RenderTextWrapped,Fish Timer Window Progress Bar,魚タイマーの進行バー
GatherBuddyReborn,,,Text/RenderTextWrapped,Fish Timer Window Strong Tug,魚タイマー：強震
GatherBuddyReborn,,,Text/RenderTextWrapped,Fish Timer Window Strong Tug (Uncaught),魚タイマー：強震（未釣獲）
GatherBuddyReborn,,,Text,Fish Timer Window Text,魚タイマーの文字
GatherBuddyReborn,,,Text/RenderTextWrapped,Fish Timer Window Unavailable Fish,魚タイマー：現在釣れない魚
GatherBuddyReborn,,,Text/RenderTextWrapped,Fish Timer Window Unknown Tug,魚タイマー：不明な引き
GatherBuddyReborn,,,Text/RenderTextWrapped,Fish Timer Window Weak Tug,魚タイマー：弱震
GatherBuddyReborn,,,Text/RenderTextWrapped,Fish Timer Window Weak Tug (Uncaught),魚タイマー：弱震（未釣獲）
GatherBuddyReborn,,,RenderText,Fisher Set,漁師設定
GatherBuddyReborn,,,CollapsingHeaderPtr,Fishing State,釣り状態
GatherBuddyReborn,,,CollapsingHeaderPtr,Fishing Times,釣り時間
GatherBuddyReborn,,,Checkbox/RenderText,Force Walking,歩行を強制
GatherBuddyReborn,,,Checkbox/RenderText,Gather any crystals when The Giving Land is off cooldown,大地の恵みが使用可能ならクリスタルを採集
GatherBuddyReborn,,,Selectable,Gather Command,採集コマンド
GatherBuddyReborn,,,TabItem,Gather Groups,採集グループ
GatherBuddyReborn,,,Text/RenderTextWrapped,Gather random crystals on any regular node when The Giving Land is avaiable regardles of current target item.,現在の対象アイテムに関係なく、大地の恵みが使用可能な時は通常採集ポイントでランダムにクリスタルを採集します。
GatherBuddyReborn,,,TabItem/Selectable,Gather Window,採集ウィンドウ
GatherBuddyReborn,,,Text,Gather Window Available Item,採集ウィンドウ：採集可能アイテム
GatherBuddyReborn,,,Text,Gather Window Background,採集ウィンドウ：背景
GatherBuddyReborn,,,Text,Gather Window Text,採集ウィンドウ：文字
GatherBuddyReborn,,,Text,Gather Window Upcoming Item,採集ウィンドウ：今後のアイテム
GatherBuddyReborn,,,TabItem/Checkbox/RenderText,Gatherables,採集物
GatherBuddyReborn,,,Text/RenderTextWrapped,GENERAL,一般
GatherBuddyReborn,,,BeginMenu/RenderText,Generate Bait Buy List,餌購入リストを生成
GatherBuddyReborn,,,Checkbox/RenderText,Go home when done,完了後に帰還
GatherBuddyReborn,,,Checkbox/RenderText,Go home when idle,待機時に帰還
GatherBuddyReborn,,,Text,Header Eorzea Time Background,ヘッダー：エオルゼア時間背景
GatherBuddyReborn,,,Text,Header Next Eorzea Background,ヘッダー：次のエオルゼア背景
GatherBuddyReborn,,,Text,Header Next Eorzea Hour Background,ヘッダー：次のエオルゼア時刻背景
GatherBuddyReborn,,,Checkbox/RenderText,Hide Catch Popup,釣獲ポップアップを非表示
GatherBuddyReborn,,,Checkbox/RenderText,Hide Completed Items,完了済みアイテムを非表示
GatherBuddyReborn,,,Checkbox/RenderText,Hide Gather Window in Duty,コンテンツ中は採集ウィンドウを非表示
GatherBuddyReborn,,,Checkbox/RenderText,Hide GatherClippy Button,GatherClippyボタンを非表示
GatherBuddyReborn,,,Checkbox/RenderText,Hide Unavailable Fish in Fish Timer,魚タイマーで現在釣れない魚を非表示
GatherBuddyReborn,,,Checkbox/RenderText,Hide Uncaught Fish in Fish Timer,魚タイマーで未釣獲魚を非表示
GatherBuddyReborn,,,Text/RenderTextWrapped,Highlight Text,強調文字
GatherBuddyReborn,,,RenderText,Hotkey to Open Gather Window,採集ウィンドウを開くホットキー
GatherBuddyReborn,,,RenderText,Hotkey to Open Main Interface,メイン画面を開くホットキー
GatherBuddyReborn,,,Text/RenderTextWrapped,I really hope there is a good reason for you seeing this.,この表示を見る必要がある状況でないことを願います。
GatherBuddyReborn,,,Text/RenderTextWrapped,Identified Gatherable Chat Format,特定済み採集物のチャット書式
GatherBuddyReborn,,,Text/RenderTextWrapped,"If this does not correspond to your in-game Eorzea Time, verify that your windows system time is accurate.",ゲーム内のエオルゼア時間と一致しない場合は、Windowsのシステム時刻が正しいか確認してください。
GatherBuddyReborn,,,Button,Import From Artisan,Artisanから取り込み
GatherBuddyReborn,,,Button,Import from Clipboard,クリップボードから取り込み
GatherBuddyReborn,,,Button,Import from TeamCraft,TeamCraftから取り込み
GatherBuddyReborn,,,Text/RenderTextWrapped,INTERFACE,インターフェース
GatherBuddyReborn,,,Text/RenderTextWrapped,Interface Available Items,インターフェース：採集可能アイテム
GatherBuddyReborn,,,Text/RenderTextWrapped,Interface Dependent Available Fish,インターフェース：条件付きで釣れる魚
GatherBuddyReborn,,,Text/RenderTextWrapped,Interface Dependent Upcoming Fish,インターフェース：条件付きで今後釣れる魚
GatherBuddyReborn,,,Text/RenderTextWrapped,Interface Disabled Text,インターフェース：無効時の文字
GatherBuddyReborn,,,Text/RenderTextWrapped,Interface Upcoming Items,インターフェース：今後のアイテム
GatherBuddyReborn,,,RenderText,Item Sorting Method,アイテム並び替え方法
GatherBuddyReborn,,,Text/RenderTextWrapped,Item types:,アイテム種別：
GatherBuddyReborn,,,Checkbox/RenderText,Keep Fish Records,魚の記録を保存
GatherBuddyReborn,,,RenderText,Landing Distance,着地距離
GatherBuddyReborn,,,Checkbox/RenderText/RenderTextWrapped,Legendary,伝説
GatherBuddyReborn,,,RenderText,Lifestream Command,Lifestreamコマンド
GatherBuddyReborn,,,Selectable,Location,場所
GatherBuddyReborn,,,TabItem,Locations,場所
GatherBuddyReborn,,,MenuItem/RenderText,Lock,固定
GatherBuddyReborn,,,Checkbox/RenderText,Lock Config UI Movement,設定UIの移動を固定
GatherBuddyReborn,,,Checkbox/RenderText,Lock Config UI Size,設定UIのサイズを固定
GatherBuddyReborn,,,Checkbox/RenderText,Lock Gather Window Position,採集ウィンドウ位置を固定
GatherBuddyReborn,,,Text/RenderTextWrapped,Locking an item prevents this item from being dragged to other positions. It does not prevent any other manipulations of the item.,アイテムを固定すると、他の位置へドラッグできなくなります。その他の操作は制限されません。
GatherBuddyReborn,,,Text/RenderTextWrapped,Manual Preset Generator,手動プリセット生成
GatherBuddyReborn,,,Checkbox/RenderText,Manually set collectability scores,収集価値を手動設定
GatherBuddyReborn,,,RenderText,Max Fishing Spot Minutes,釣り場の最大滞在時間（分）
GatherBuddyReborn,,,RenderText,Medicine,薬品
GatherBuddyReborn,,,Selectable,Messages,メッセージ
GatherBuddyReborn,,,RenderText,Miner Set,採掘師設定
GatherBuddyReborn,,,Text/RenderTextWrapped,Minimum and maximum GP,最小／最大GP
GatherBuddyReborn,,,Text/RenderTextWrapped,Minimum and maximum item,最小／最大アイテム数
GatherBuddyReborn,,,RenderText,Minimum GP for collecting collectables,収集品採集の最低GP
GatherBuddyReborn,,,RenderText,Minimum GP for gathering regular items or crystals,通常アイテム／クリスタル採集の最低GP
GatherBuddyReborn,,,RenderText,Minimum GP for using actions on collectables,収集品でアクションを使う最低GP
GatherBuddyReborn,,,RenderText,Modifier,修飾キー
GatherBuddyReborn,,,RenderText,Modifier to Delete Items on Right-Click,右クリック削除用の修飾キー
GatherBuddyReborn,,,RenderText,Mount Up Distance,マウント使用距離
GatherBuddyReborn,,,MenuItem/RenderText,Move Down,下へ移動
GatherBuddyReborn,,,MenuItem/RenderText,Move Up,上へ移動
GatherBuddyReborn,,,Checkbox/RenderText,Move while mounting up,マウント中も移動
GatherBuddyReborn,,,Text/RenderTextWrapped,Multiple,複数
GatherBuddyReborn,,,Text,Names in Chat,チャット内の名前
GatherBuddyReborn,,,Text/RenderTextWrapped,Next Aldenard Ocean Routes:,次のアルデナード航路：
GatherBuddyReborn,,,Text/RenderTextWrapped,Next Othard Ocean Routes:,次のオサード航路：
GatherBuddyReborn,,,Text/RenderTextWrapped,No direct fishing bait was found in this auto-gather list.,この自動採集リストには直接使用できる釣り餌がありません。
GatherBuddyReborn,,,Button,No Fish Alarm Triggered,魚アラームなし
GatherBuddyReborn,,,Button,No Item Alarm Triggered,アイテムアラームなし
GatherBuddyReborn,,,Selectable,No Preference,指定なし
GatherBuddyReborn,,,Text/RenderTextWrapped,Node types:,採集ポイント種別：
GatherBuddyReborn,,,Text/RenderTextWrapped,Ocean Fish,オーシャンフィッシング
GatherBuddyReborn,,,Checkbox/RenderText,Only Show Gather Window if Holding Key,キーを押している間だけ採集ウィンドウを表示
GatherBuddyReborn,,,Checkbox/RenderText,Open Config UI On Start,起動時に設定UIを開く
GatherBuddyReborn,,,Checkbox/RenderText,Open Map With Location,場所と一緒にマップを開く
GatherBuddyReborn,,,Text/RenderTextWrapped,Open the collectables window.,収集品ウィンドウを開きます。
GatherBuddyReborn,,,Text/RenderTextWrapped,Open the Vulcan crafting window.,Vulcanの製作ウィンドウを開きます。
GatherBuddyReborn,,,Checkbox/RenderText,Opt-in to fishing data collection,釣りデータ収集に協力する
GatherBuddyReborn,,,RenderText,Patience / Patience II,ペーシェンス／ペーシェンスII
GatherBuddyReborn,,,Text/RenderTextWrapped,Pause GBR automatically when AutoRetainer has retainers to process during Multi-mode,AutoRetainerのMulti Modeでリテイナー処理がある時はGBRを自動停止
GatherBuddyReborn,,,Checkbox/RenderText,Place Custom Waymarks,カスタムウェイマークを設置
GatherBuddyReborn,,,Checkbox/RenderText,Place Flag Marker on Map,マップに旗を設置
GatherBuddyReborn,,,Checkbox/RenderText,Play a sound when done gathering,採集完了時に音を鳴らす
GatherBuddyReborn,,,RadioButtonBool/RenderText,Prefer Cheaper Aetherytes,安いエーテライトを優先
GatherBuddyReborn,,,RadioButtonBool/RenderText,Prefer Less Travel Time,移動時間の短さを優先
GatherBuddyReborn,,,RenderText,Preferred Job,優先ジョブ
GatherBuddyReborn,,,Text/RenderTextWrapped,Prevents GBR from stopping fishing for materia extraction when you have active fishing skill buffs.,釣り用スキルバフが有効な間、マテリア精製のためにGBRが釣りを中断しないようにします。
GatherBuddyReborn,,,Checkbox/RenderText,Print Clipboard Information,クリップボード情報を表示
GatherBuddyReborn,,,Checkbox/RenderText,Print Map Location,マップ位置を表示
GatherBuddyReborn,,,Checkbox/RenderText,Print Node Uptimes On Gather,採集時に採集ポイントの出現時間を表示
GatherBuddyReborn,,,Text/RenderTextWrapped,Print the uptimes of nodes you try to /gather in the chat if they are not always up.,/gather した採集ポイントが常時出現でない場合、その出現時間をチャットに表示します。
GatherBuddyReborn,,,Text/RenderTextWrapped,Print to the chat whenever you save an object to the clipboard. Failures will be printed regardless.,オブジェクトをクリップボードへ保存するたびにチャットへ表示します。失敗時は設定に関係なく表示されます。
GatherBuddyReborn,,,Checkbox/RenderText,Re-enter The Diadem to Reset Clouded Nodes,雲海採集ポイントを復活させるためディアデムへ再突入
GatherBuddyReborn,,,Checkbox/RenderText,Remove Completed##list,完了済みを削除##list
GatherBuddyReborn,,,Checkbox/RenderText,Repair gear when needed,必要に応じて装備を修理
GatherBuddyReborn,,,RenderText,Repair Threshold,修理しきい値
GatherBuddyReborn,,,Button,Restore Default Groups,既定グループを復元
GatherBuddyReborn,,,RenderText,Select Mount,使用マウントを選択
GatherBuddyReborn,,,Text/RenderTextWrapped,Select Target Fish:,対象の魚を選択：
GatherBuddyReborn,,,Text/RenderTextWrapped,Set a hotkey to open the main GatherBuddy interface.,GatherBuddyのメイン画面を開くホットキーを設定します。
GatherBuddyReborn,,,Selectable,Set Names,名前を設定
GatherBuddyReborn,,,Text/RenderTextWrapped,"Set up your very own GatherBuddy to your meticulous specifications.
If you treat him well, he might even become a real boy.",GatherBuddyを自分好みに細かく設定できます。
GatherBuddyReborn,,,Checkbox/RenderText,Show Active Alarms in Gather Window,採集ウィンドウに有効なアラームを表示
GatherBuddyReborn,,,Checkbox/RenderText,Show Center Line,中央線を表示
GatherBuddyReborn,,,Checkbox/RenderText,Show Collectable Hints,収集品ヒントを表示
GatherBuddyReborn,,,Checkbox/RenderText,Show Fish Name Overlay,魚名オーバーレイを表示
GatherBuddyReborn,,,Checkbox/RenderText,Show Fish Names in Fixed Position,魚名を固定位置に表示
GatherBuddyReborn,,,Checkbox/RenderText,Show Fish Timer,魚タイマーを表示
GatherBuddyReborn,,,Checkbox/RenderText,Show Gather Window,採集ウィンドウを表示
GatherBuddyReborn,,,Checkbox/RenderText,Show Gather Window Timers,採集ウィンドウにタイマーを表示
GatherBuddyReborn,,,Checkbox/RenderText,Show List of Available Fish,釣れる魚の一覧を表示
GatherBuddyReborn,,,Checkbox/RenderText,Show Multi Hook Hints,マルチフックのヒントを表示
GatherBuddyReborn,,,Checkbox/RenderText,Show Names in Weather Tab,天候タブに名前を表示
GatherBuddyReborn,,,Checkbox/RenderText,Show Only Available Items,採集可能なアイテムだけ表示
GatherBuddyReborn,,,Checkbox/RenderText,Show Spearfishing Helper,銛漁ヘルパーを表示
GatherBuddyReborn,,,Checkbox/RenderText,Show Speed and Size as Text,速度とサイズを文字で表示
GatherBuddyReborn,,,Checkbox/RenderText,Show Speed of Fish in Overlay,オーバーレイに魚の速度を表示
GatherBuddyReborn,,,Checkbox/RenderText,Show Status Line,ステータス行を表示
GatherBuddyReborn,,,Checkbox/RenderText,Show Uptimes in Fish Timer,魚タイマーに出現時間を表示
GatherBuddyReborn,,,Checkbox/RenderText,Skip Nearby Teleports,近距離のテレポをスキップ
GatherBuddyReborn,,,Checkbox/RenderText,Sort Gather Window by Uptime,採集ウィンドウを出現時間順に並べる
GatherBuddyReborn,,,Text,Spearfish Helper Center Line,銛漁ヘルパー：中央線
GatherBuddyReborn,,,Text,Spearfish Helper Fish Background,銛漁ヘルパー：魚の背景
GatherBuddyReborn,,,Text,Spearfish Helper Fish Text,銛漁ヘルパー：魚の文字
GatherBuddyReborn,,,Text,Spearfish Helper List Background,銛漁ヘルパー：一覧背景
GatherBuddyReborn,,,RenderText,Squadron Pass,小隊転送網利用券
GatherBuddyReborn,,,Text/RenderTextWrapped,Status: Idle,状態：待機中
GatherBuddyReborn,,,Text/RenderTextWrapped,Strong,強震
GatherBuddyReborn,,,RenderText,Stuck Threshold,スタック判定しきい値
GatherBuddyReborn,,,Checkbox/RenderText,Teleport to next timed item,次の時間限定アイテムへテレポ
GatherBuddyReborn,,,Text/RenderTextWrapped,The background color of warning badges in the user interface.,UI内の警告バッジの背景色です。
GatherBuddyReborn,,,Text/RenderTextWrapped,"The chat type used to print error messages issued by GatherBuddy.
Note that the message only gets printed to your chat log, regardless of the selected channel - other people will not see your 'Say' message.","GatherBuddyのエラーメッセージに使用するチャット種別です。
選択したチャンネルに関係なく自分のチャットログにだけ表示され、他のプレイヤーには送信されません。"
GatherBuddyReborn,,,Text/RenderTextWrapped,"The chat type used to print regular messages issued by GatherBuddy.
Note that the message only gets printed to your chat log, regardless of the selected channel - other people will not see your 'Say' message.","GatherBuddyの通常メッセージに使用するチャット種別です。
選択したチャンネルに関係なく自分のチャットログにだけ表示され、他のプレイヤーには送信されません。"
GatherBuddyReborn,,,Text/RenderTextWrapped,The distance at which you will mount up to move to a node.,採集ポイントへ移動する際にマウントへ乗る距離です。
GatherBuddyReborn,,,Text/RenderTextWrapped,"The records of my fishing prowess have been greatly exaggerated.
Find, cleanup and share all data you have collected while fishing.",釣りで収集したデータの確認・整理・共有ができます。
GatherBuddyReborn,,,Text/RenderTextWrapped,"There are plenty of fish in the sea. And the air. And the sand. And the lava. And space, for some reason.
 Gotta catch'em all!
Enough information about fish to get you started, and for everything else there's TeamCraft!","海だけでなく空や砂、溶岩、さらには宇宙にも魚がいます。
魚に関する基本情報を確認でき、さらに詳しい情報はTeamCraftも利用できます。"
GatherBuddyReborn,,,CollapsingHeaderPtr,Time,時間
GatherBuddyReborn,,,RenderText,Timed Node Precognition (Seconds),時間限定採集ポイント先読み（秒）
