Plugin,Menu,Section,Type,English,Japanese
"InventoryTools","Config","IntroWelcomeLayout","","Break a craft down into every sub-item, see what you already own, and find where the rest can be bought or gathered.","製作品をすべての中間素材まで分解し、所持済みの物を確認し、不足分をどこで購入・採集できるか調べます。"
"InventoryTools","Config","ListBasicsHelpLayout","","Builds on the search list, but also lets you pick where you want the items to be sorted. It'll attempt to show you the most optimised plan for storing the items in the destinations you pick.","検索リストの機能に加え、アイテムの整理先を指定できます。指定した移動先へ効率よく収納するための計画を表示します。"
"InventoryTools","Logic","ButtonColumnSetting","","Button Types","ボタン種類"
"InventoryTools","Logic","CraftBuyColumn","","Buy Button","購入ボタン"
"InventoryTools","Windows","ItemWindow","","Buy from Calamity Salvager:","遺失物管理人から購入："
"InventoryTools","Logic","BuyFromVendorPriceColumn","","Buy from Vendor Price","ショップ購入価格"
"InventoryTools","Windows","ItemWindow","","Buy from Vendor:","ショップから購入："
"InventoryTools","Config","IntroDefaultsLayout","","By default, the plugin is configured with a default set of features enabled.","初期状態では、基本的な機能が有効になった既定設定になっています。"
"InventoryTools","Config","ItemIconsGrouping","","Calamity Salvager","遺失物管理人"
"InventoryTools","Logic","CanBeTradedFilter","","Can be Traded?","取引可能？"
"InventoryTools","Windows","CraftsWindow","","Cancel","キャンセル"
"InventoryTools","Windows","ChocoboColourWindow","","Cancel##ccResetCancel","キャンセル##ccResetCancel"
"InventoryTools","Config","ItemIconsGrouping","","Card Pack","トライアドパック"
"InventoryTools","EquipmentSuggest","EquipmentSuggestToolModeCategorySetting","","Category","カテゴリ"
"InventoryTools","Logic","SearchCategoryColumn","","Category (Marketboard)","カテゴリ（マーケットボード）"
"InventoryTools","Ui","ChangelogWindow","","Changed","変更"
"InventoryTools","Windows","FiltersWindow","","Changelog","変更履歴"
"InventoryTools","Ui","FiltersWindow","","Character","キャラクター"
"InventoryTools","Logic","CharacterOwnerColumn","","Character Owner","キャラクター所有者"
"InventoryTools","Tooltips","GenericSettingConstructor","","Character Per Line","キャラクターごとに1行"
"InventoryTools","Logic","CharacterScopePickerColumnSetting","","Character Search Scope","キャラクター検索範囲"
"InventoryTools","Ui","CharacterScopePicker","","Character Types:","キャラクター種別："
"InventoryTools","Ui","CharacterScopePicker","","Character Types: ","キャラクター種別："
"InventoryTools","Config","TooltipsLayout","","Characters to check","確認するキャラクター"
"InventoryTools","Logic","QuantityColumn","","Characters to search in:","検索対象キャラクター："
"InventoryTools","Ui","CharacterRetainerPage","","Characters/Retainers","キャラクター／リテイナー"
"InventoryTools","Windows","ChocoboColourWindow","","Check off each fruit as you feed it to your chocobo.","チョコボに果実を与えるたびにチェックしてください。"
"InventoryTools","Config","IntroWindowsLayout","","Chocobo colour calculator","チョコボカラー計算機"
"InventoryTools","Windows","ChocoboColourWindow","","Chocobo Colour Calculator","チョコボカラー計算機"
"InventoryTools","Windows","ChocoboColourWindow","","Chocobo colour data provided by Lulu.","チョコボカラーのデータ提供：Lulu。"
"InventoryTools","SourceScan","ConstructorSettings","","Class","クラス"
"InventoryTools","Windows","FiltersWindow","","Clear List","リストをクリア"
"InventoryTools","Windows","FiltersWindow","","Clear Search","検索をクリア"
"InventoryTools","Tooltip","SourceScan","","Clear the current search.","現在の検索条件をクリア"
"InventoryTools","Windows","ChocoboColourWindow","","Clear the locked sequence and reset all feeding progress.","固定した手順と給餌の進捗をすべてリセットします。"
"InventoryTools","Tooltip","SourceScan","","Clear your history.","履歴を消去"
"InventoryTools","Windows","ChocoboColourWindow","","Clear##ccClear","クリア##ccClear"
"InventoryTools","Windows","ConfigurationWindow","","Clear##configSearchClear","クリア##configSearchClear"
"InventoryTools","Tooltip","SourceScan","","Click to favourite/unfavourite.","クリックしてお気に入り登録／解除"
"InventoryTools","","","","Click to toggle Wrath Combo's Auto-Rotation.
Disable this icon in /xlsettings -> Server Info Bar",""
"InventoryTools","Windows","FiltersWindow","","Close","閉じる"
"InventoryTools","Config","ItemIconsGrouping","","Coffer","宝箱"
"InventoryTools","Ui","TooltipsLayout","","Coffer loot","宝箱の中身"
"InventoryTools","Windows","ItemWindow","","Collectable Rating","収集価値"
"InventoryTools","Config","ItemIconsGrouping","","Collectables Exchange Shop","収集品取引"
"InventoryTools","Config","ColourRetainerListSetting","","Colour retainer names","リテイナー名を色分け"
"InventoryTools","Config","HighlightingLayout","","Colours","色"
"InventoryTools","Logic","Filters","","Columns","列"
"InventoryTools","SourceScan","ConstructorSettings","","Compact","コンパクト"
"InventoryTools","Config","ItemIconsGrouping","","Company Craft","カンパニー製作"
"InventoryTools","Config","ItemIconsGrouping","","Company Craft Ingredient","カンパニー製作素材"
"InventoryTools","Config","ItemIconsGrouping","","Company Craft Prototype","カンパニー製作：設計図"
"InventoryTools","Config","ItemIconsGrouping","","Company Leve","グランドカンパニーリーヴ"
"InventoryTools","SourceScan","ConstructorSettings","","Compares what you are wearing against what you could be wearing and suggests upgrades. These are the defaults the recommendation screen opens with.","現在の装備と装備可能な候補を比較し、更新候補を提案します。ここでは装備推奨画面を開いた時の既定値を設定します。"
"InventoryTools","Windows","FiltersWindow","","Compendium is a WIP feature, expect more here soon!","コンペンディウムは開発中の機能です。今後さらに追加される予定です！"
"InventoryTools","Config","WindowsAndListsLayout","","Compendium row height","コンペンディウムの行の高さ"
"InventoryTools","Windows","FiltersWindow","","Compendium Viewer","コンペンディウムビューア"
"InventoryTools","Services","CraftListTrackingService","","completed","完了"
"InventoryTools","Tooltip","SourceScan","","Configurable","設定可能"
"InventoryTools","Windows","FiltersWindow","","Configuration","設定"
"InventoryTools","Windows","ConfigurationWizard","","Configuration Wizard","設定ウィザード"
"InventoryTools","Windows","ConfigurationWindow","","Configure New Features","新機能を設定"
"InventoryTools","Windows","CraftsWindow","","Configure Sourcing:","入手方法を設定："
"InventoryTools","Ui","ContextMenuLayout","","Context Menu","コンテキストメニュー"
"InventoryTools","Logic","ContextMenuFeature","","Context Menus","コンテキストメニュー"
"InventoryTools","Tooltips","GenericSettingConstructor","","Control","Ctrl"
"InventoryTools","Config","WindowsAndListsLayout","","Control how various windows are laid out.","各ウィンドウのレイアウトを設定します。"
"InventoryTools","Windows","BNpcWindow","","Copy","コピー"
"InventoryTools","Windows","CraftsWindow","","Copy configuration from '","設定のコピー元：'"
"InventoryTools","Tooltip","SourceScan","","Copy existing filter's settings","既存リストの設定をコピー"
"InventoryTools","Windows","ChocoboColourWindow","","Copy from your Chocobo","チョコボから取得"
"InventoryTools","Config","ContextMenuLayout","","Copy item name","アイテム名をコピー"
"InventoryTools","Logic","CopyItemNameButtonColumn","","Copy Item Name Button","アイテム名コピーボタン"
"InventoryTools","Logic","ContextMenuFeature","","Copy the item name","アイテム名をコピー"
"InventoryTools","Windows","ChocoboColourWindow","","Copy to Clipboard##ccCopy","クリップボードへコピー##ccCopy"
"InventoryTools","Windows","ChocoboColourWindow","","Copy to Clipboard##ccTrackCopy","クリップボードへコピー##ccTrackCopy"
"InventoryTools","Config","ItemIconsGrouping","","Cosmic Tool","コスモツール"
"InventoryTools","Logic","CraftButtonColumn","","Craft Button","製作ボタン"
"InventoryTools","Logic","CraftCraftCompletionModeFilter","","Craft Completion Mode","製作完了モード"
"InventoryTools","Config","ItemIconsGrouping","","Craft Ingredient","製作素材"
"InventoryTools","Config","ItemIconsGrouping","","Craft Leve","製作稼業"
"InventoryTools","Windows","CraftsWindow","","Craft List","製作 リスト"
"InventoryTools","Windows","CraftsWindow","","Craft List (All)","製作リスト（すべて）"
"InventoryTools","Windows","CraftsWindow","","Craft List (CSV)","製作リスト（CSV）"
"InventoryTools","Windows","CraftsWindow","","Craft List (Ephemeral)","製作リスト（一時）"
"InventoryTools","Windows","CraftsWindow","","Craft List (Gatherables)","製作リスト（採集品）"
"InventoryTools","Windows","CraftsWindow","","Craft List (Missing Gatherables)","製作リスト（不足採集品）"
"InventoryTools","Windows","CraftsWindow","","Craft List (Outputs)","製作リスト（完成品）"
"InventoryTools","Windows","CraftsWindow","","Craft List (Precrafts)","製作リスト（中間素材）"
"InventoryTools","Logic","CraftNotificationsFeature","","Craft Notifications","製作通知"
"InventoryTools","SourceScan","ConstructorSettings","","Craft Overlay","製作オーバーレイ"
"InventoryTools","Config","GeneralHelpLayout","","Craft planning","製作計画"
"InventoryTools","Config","ItemIconsGrouping","","Craft Recipe","製作レシピ"
"InventoryTools","Config","ItemIconsGrouping","","Craft Soul Crystal","クラフターマイスター"
"InventoryTools","Windows","CraftsWindow","","Craft System Notice","製作システム通知"
"InventoryTools","Config","WindowsAndListsLayout","","Craft window","製作 ウィンドウ"
"InventoryTools","Tooltip","SourceScan","","Craftable - Add to Craft List","製作可能：製作リストへ追加"
"InventoryTools","Tooltip","SourceScan","","Craftable - Open in Craft Log","製作可能：製作手帳を開く"
"InventoryTools","Windows","CraftsWindow","","Craftable only","製作可能のみ"
"InventoryTools","Logic","Filters","","Crafting","製作"
"InventoryTools","Config","ContextMenuLayout","","Crafting log","製作手帳"
"InventoryTools","Logic","FiltersFeature","","Crafting materials to move to storage","保管場所へ移動する製作素材"
"InventoryTools","Logic","Filters","","Crafting:","製作："
"InventoryTools","Windows","CraftsWindow","","Crafts","製作"
"InventoryTools","Windows","FiltersWindow","","Curated List","キュレーションリスト"
"InventoryTools","Ui","TooltipsLayout","","Curated lists","キュレーションリスト"
"InventoryTools","Config","TooltipsLayout","","Current character only","現在のキャラクターのみ"
"InventoryTools","Windows","ChocoboColourWindow","","Current Colour","現在の色"
"InventoryTools","Config","MarketBoardLayout","","Current world","現在のワールド"
"InventoryTools","Logic","CustomButtonColumn","","Custom Button","カスタムボタン"
"InventoryTools","Logic","ColumnsFilter","","Custom Column Name:","カスタム列名："
"InventoryTools","Logic","ColumnsFilter","","Custom Column Name: ","カスタム列名："
"InventoryTools","Config","ItemIconsGrouping","","Custom Delivery","お得意様取引"
"InventoryTools","Logic","ColumnsFilter","","Custom Export Name:","カスタム出力名："
"InventoryTools","Logic","ColumnsFilter","","Custom Export Name: ","カスタム出力名："
"InventoryTools","Logic","CustomLinkButtonColumn","","Custom Link Button","カスタムリンクボタン"
"InventoryTools","Ui","Data","","Data","データ"
"InventoryTools","Logic","MarketboardIntegrationFeature","","Days of sale history to include","参照する販売履歴の日数"
"InventoryTools","Windows","AirshipWindow","","Debug","デバッグ"
"InventoryTools","Logic","Filters","","Deep Dungeon:","ディープダンジョン："
"InventoryTools","Config","GroupingTable","","Default","既定"
"InventoryTools","Config","SourceIconGrouping","","Default (Grouped)","既定（グループ化）"
"InventoryTools","Config","SourceIconGrouping","","Default (Ungrouped)","既定（個別表示）"
"InventoryTools","Tooltip","SourceScan","","Default Column","既定の列"
"InventoryTools","Windows","CraftsWindow","","Default Configuration","既定設定"
"InventoryTools","Logic","CraftIngredientPreferenceFilter","","Default Ingredient Sourcing","既定の素材入手方法"
"InventoryTools","Config","TooltipsLayout","","Default text colour","既定の文字色"
"InventoryTools","SourceScan","ConstructorSettings","","Defaults","既定値"
"InventoryTools","Config","TooltipsLayout","","Defaults for the lines Allagan Tools adds. Each feature can override the colour.","Allagan Toolsが追加する行の既定設定です。色は機能ごとに上書きできます。"
"InventoryTools","Logic","DelayFilter","","Delay","遅延"
"InventoryTools","Tooltip","SourceScan","","Delete item","アイテムを削除"
"InventoryTools","Logic","DestinationColumn","","Destination","移動先"
"InventoryTools","Config","HighlightDestinationColourSetting","","Destination colour","移動先の色"
"InventoryTools","Config","HighlightingLayout","","Destinations","移動先"
"InventoryTools","Windows","ItemWindow","","Desynth with","分解可能ジョブ："
"InventoryTools","Config","ItemIconsGrouping","","Desynthesis","分解"
"InventoryTools","Config","ShopHighlightingDisableItemsSetting","","Dim items that don't match","一致しない商品を暗く表示"
"InventoryTools","Tooltip","Logic/Settings","","Disable/enable the entire tooltip modification system for the plugin. If this is off, no changes will be made to your item's tooltips.","Allagan Toolsによるアイテムツールチップ拡張全体を有効／無効にします。無効の場合、ゲームのアイテムツールチップは変更されません。"
"InventoryTools","SourceScan","ConstructorSettings","","Display","表示"
"InventoryTools","Windows","FilterPage","","Display in Tab List:","タブ一覧に表示："
"InventoryTools","Windows","FilterPage","","Display in Tab List: ","タブ一覧に表示："
"InventoryTools","Config","TooltipsLayout","","Display mode","表示方法"
"InventoryTools","Tooltips","GenericSettingConstructor","","Displays the last patch an ingredient was used in. This is calculated by going each recipe an item is part of, then through it's recipes and so on until the highest patch is determined.","その素材が最後に使用された実装パッチを表示します。対象アイテムを使用するレシピと、その先の関連レシピをたどり、最も新しいパッチを判定します。"
"InventoryTools","Config","MarketBoardLayout","","Download prices automatically","価格を自動取得"
"InventoryTools","Config","AutomaticallyDownloadPricesSetting","","Download Pricing Data","価格データを取得"
"InventoryTools","Config","MarketBoardLayout","","Downloading","取得"
"InventoryTools","Windows","DutyWindow","","Drops","ドロップ"
"InventoryTools","Config","ItemIconsGrouping","","Dungeon Boss Chest","IDボス宝箱"
"InventoryTools","Config","ItemIconsGrouping","","Dungeon Boss Drop","IDボスドロップ"
"InventoryTools","Config","ItemIconsGrouping","","Dungeon Chest","ID宝箱"
"InventoryTools","Config","ItemIconsGrouping","","Dungeon Drop","IDドロップ"
"InventoryTools","Windows","DutyWindow","","Dungeon with the ID","ダンジョン ID"
"InventoryTools","Logic","FiltersFeature","","Duplicate items in your inventory","所持品内の重複アイテム"
"InventoryTools","Windows","RetainerTaskWindow","","Duration:","所要時間："
"InventoryTools","Windows","DutiesWindow","","Duties","コンテンツ"
"InventoryTools","Logic","Filters","","Duties:","コンテンツ："
"InventoryTools","Windows","DutyWindow","","Duty","コンテンツ"
"InventoryTools","Windows","AirshipWindow","","Duty ID:","コンテンツID："
"InventoryTools","Config","ItemIconsGrouping","","Dye","染色"
"InventoryTools","Logic","DyeCountFilter","","Dye Count","染料数"
"InventoryTools","Config","IntroCompendiumLayout","","Each entry links through to everything related to it, so you can follow a chain from an item to the duty that drops it to the NPC that sells the rest.","各項目は関連情報へリンクしており、アイテムからドロップするコンテンツ、さらに関連品を販売するNPCまで辿れます。"
"InventoryTools","Windows","CraftsWindow","","Each option adds its items to the currently selected craft list.","各項目を選ぶと、そのアイテムを現在選択中の製作リストへ追加します。"
"InventoryTools","Tooltip","SourceScan","","Edit name, set the name to blank to return it to the original name.","名前を編集します。空欄にすると元の名前へ戻ります。"
"InventoryTools","Tooltip","SourceScan","","Edit the craft list's configuration.","製作リストの設定を編集"
"InventoryTools","Tooltip","SourceScan","","Edit the list's configuration.","リストの設定を編集"
"InventoryTools","Logic","BasicFeature","","Enable historical item tracking","アイテム履歴の追跡を有効化"
"InventoryTools","Config","TooltipsLayout","","Enable tooltip tweaks","ツールチップ拡張を有効化"
"InventoryTools","Windows","FiltersWindow","","Enable Verbose Logging","詳細ログを有効化"
"InventoryTools","Windows","ENpcWindow","","eNpc ID:","eNpc ID："
"InventoryTools","Windows","ENpcWindow","","eNpc with the ID","eNpc ID"
"InventoryTools","Config","ContextMenuLayout","","Entries Allagan Tools adds to the game's own right-click menus. Each one costs a line in menus you already use, so they are individually switchable.","Allagan Toolsがゲーム本来の右クリックメニューへ追加する項目です。既存メニューの1行を使用するため、項目ごとに有効／無効を切り替えられます。"
"InventoryTools","Windows","CraftsWindow","","Ephemeral List","一時リスト"
"InventoryTools","SourceScan","ConstructorSettings","","Equipment Recommendation","装備推奨"
"InventoryTools","Config","IntroWindowsLayout","","Equipment recommendations","装備おすすめ"
"InventoryTools","EquipmentSuggest","EquipmentSuggestWindow","","Equipment Recommendations","装備推奨"
"InventoryTools","Logic","EquippableByGenderFilter","","Equippable By Gender","装備可能（性別）"
"InventoryTools","Logic","EquippableByGenderColumn","","Equipped By (Gender)","装備可能（性別）"
"InventoryTools","Config","ItemIconsGrouping","","Eureka Anemos","禁断の地 エウレカ：アネモス編"
"InventoryTools","Config","ItemIconsGrouping","","Eureka Hydatos","禁断の地 エウレカ：ヒュダトス編"
