Plugin,Menu,Section,Type,English,Japanese
"BMR","","","","/bmrai ui: Toggles the AI menu.",""
"BMR","","","","12番ルートのランタンAIを有効化###Enable path 12 lantern AI",""
"BMR","","","","2+0: first towers are soaked by short color and 0 unstable; they both then go north for second towers","2+0：1回目の塔は短い色＋不安定0が処理し、2回目は2人とも北の塔へ移動"
"BMR","","","","2+1: first towers are soaked by short color and 1 unstable; they both then go to different second towers","2+1：1回目の塔は短い色＋不安定1が処理し、2回目は2人が別々の塔へ移動"
"BMR","","","","3Dワールド上のビルボードアイコンサイズを変更します。",""
"BMR","","","","3Dワールド上のビルボード文字サイズを変更します。",""
"BMR","","","","A Realm Reborn",""
"BMR","BMR Settings","","","About","このプラグインについて"
"BMR","","","","Absolute Authority: ignore flares, stack together","Absolute Authority：フレアを無視して集合"
"BMR","","","","Access summoning bell/workshop panel keybinds","呼び鈴／カンパニークラフト設備へアクセスするキー設定"
"BMR","","","","Act 4: go 1/8 CCW to soak tower with dark debuff","Act 4：反時計回りに1/8周移動し、闇デバフ持ちで塔を処理"
"BMR","","","","Act 4: go 3/8 CCW to break water tether","Act 4：反時計回りに3/8周移動し、水の線を切る"
"BMR","","","","Action on accessing retainer bell if any ventures available:","完了したリテイナー依頼がある状態で呼び鈴へアクセスした時の動作："
"BMR","","","","Action on accessing retainer bell if no ventures available:","完了したリテイナー依頼がない状態で呼び鈴へアクセスした時の動作："
"BMR","Action tweaks","","","Action tweaks","アクション調整"
"BMR","","","","Actions:","操作："
"BMR","","","","Activate night mode","ナイトモードを有効化"
"BMR","","","","Activation Time","有効化時刻"
"BMR","Boss modules and radar","Radar","","Actor triangle scale factor","キャラクター三角形の表示倍率"
"BMR","","","","Add","追加"
"BMR","","","","Add new plan","新しいプランを追加"
"BMR","Boss modules and radar","Radar","","Add opaque background to the arena in the radar","レーダー内アリーナに不透明背景を追加"
"BMR","","","","Add phase priorities for autorotation (from highest to lowest):","雑魚フェーズの自動回し優先順位（上ほど優先）："
"BMR","","","","Additional amount of seconds that will be subtracted from venture ending time to help mitigate possible issues of time desynchronization between the game and your PC.","ゲームとPCの時刻ずれによる問題を軽減するため、リテイナー依頼の終了時刻から差し引く追加秒数です。"
"BMR","","","","Additional Interaction Delay, frames","追加インタラクション遅延（フレーム）"
"BMR","","","","Advance Relog Threshold","事前リログしきい値"
"BMR","","","","Advance Relog Threshold, seconds","事前リログしきい値（秒）"
"BMR","","","","Advanced","詳細設定"
"BMR","","","","Advanced - Character Synchronization","詳細設定 - キャラクター同期"
"BMR","","","","Advanced - Log","詳細設定 - ログ"
"BMR","","","","AI",""
"BMR","","","","AI:",""
"BMR","","","","Alert Settings","通知設定"
"BMR","Action tweaks","","","Align Aetherial Shift with camera direction","エーテリアルシフトをカメラ方向に合わせる"
"BMR","","","","Align dash actions with camera direction (Lost Swift, Occult Featherfoot, etc)","ダッシュ系アクションをカメラ方向に合わせる（Lost Swift、Occult Featherfootなど）"
"BMR","Action tweaks","","","Align En Avant with camera direction","アン・アヴァンをカメラ方向に合わせる"
"BMR","Action tweaks","","","Align Hell's Egress/Ingress with camera direction","ヘルズイーグレス／ヘルズイングレスをカメラ方向に合わせる"
"BMR","Action tweaks","","","Align Smudge with camera direction","スマッジをカメラ方向に合わせる"
"BMR","","","","All Categories","すべてのカテゴリ"
"BMR","","","","All prey roles rotate clockwise","対象ロールは全員時計回り"
"BMR","","","","All prey roles rotate counterclockwise","対象ロールは全員反時計回り"
"BMR","","","","Alliance",""
"BMR","","","","Allow drawing text and icon billboards into the 3D world","3D空間へのテキスト・アイコン表示を許可"
"BMR","","","","Allow entering shared houses","シェアハウスへの入室を許可"
"BMR","","","","Allow extra low FPS limiter values","非常に低いFPS制限値を許可"
"BMR","Action tweaks","","","Allow forbidding targets","攻撃禁止対象の指定を許可"
"BMR","","","","Allow manual command invocation while AutoRetainer locked in postprocess. ","AutoRetainerが後処理でロック中でも手動コマンド実行を許可します。"
"BMR","Boss modules and radar","Boss modules","","Allow modules to automatically use actions","モジュールによるアクション自動使用を許可"
"BMR","","","","Allow operating on retainers without a job","クラス／ジョブ未設定のリテイナー操作を許可"
"BMR","","","","Allow selling/discarding items from Armory Chest","アーマリーチェスト内アイテムの売却／破棄を許可"
"BMR","","","","Allow this character to purchase fuel from workshop","このキャラクターでカンパニークラフト設備から燃料を購入可能にする"
"BMR","","","","Allow venture timer to display negative values","リテイナー依頼タイマーのマイナス表示を許可"
"BMR","","","","Allows teleporting to houses without registering them in Lifestream. Note: the Lifestream plugin is still required for teleportation to work.

Warning: This option is less reliable than registering your houses in Lifestream. Use it only if necessary.","ハウスをLifestreamに登録していなくてもテレポできるようにします。なお、テレポ機能を使うにはLifestreamプラグイン自体は必要です。

警告：この方法はLifestreamへハウスを登録する方法より安定性が低いため、必要な場合のみ使用してください。"
"BMR","","","","Allows you to time specific abilities to cast at specific times.",""
"BMR","Action tweaks","","","Alt","Alt"
"BMR","","","","Alt - delete from any list","Alt - すべてのリストから削除"
"BMR","Boss modules and radar","Radar","","Always show all alive party members","生存中のPTメンバーを常に全員表示"
"BMR","Boss modules and radar","Radar","","Always show focus targeted party member","フォーカスターゲット中のPTメンバーを常に表示"
"BMR","","","","Always use preferred direction","常に優先方向を使用"
"BMR","","","","Amdapor Keep",""
"BMR","BMR Settings","","","Anemos","アネモス"
"BMR","Action tweaks","","","Animation lock max. simulated delay (read tooltip!)","アニメーションロックの最大疑似遅延（ツールチップ要確認）"
"BMR","","","","Anonymise Retainers","リテイナー名を匿名化"
"BMR","","","","Anonymize replays","リプレイを匿名化"
"BMR","","","","Any","任意"
"BMR","","","","AOE内へのダッシュをできるだけ防止###Try to prevent dashing into AOEs",""
"BMR","Action tweaks","","","Apply to all dashes, not just gap closers","接近技だけでなく全てのダッシュに適用"
"BMR","","","","Arena: background",""
"BMR","","","","Arena: border",""
"BMR","","","","Arena: enemy",""
"BMR","","","","Arena: future vulnerable",""
"BMR","","","","Arena: generic/irrelevant caster",""
"BMR","","","","Arena: generic/irrelevant focus target",""
"BMR","","","","Arena: generic/irrelevant healer",""
"BMR","","","","Arena: generic/irrelevant melee",""
"BMR","","","","Arena: generic/irrelevant phys. ranged",""
"BMR","","","","Arena: generic/irrelevant player (can be overridden by role-specific colors, depending on settings)",""
"BMR","","","","Arena: generic/irrelevant tank",""
"BMR","","","","Arena: interesting player, important for a mechanic",""
"BMR","","","","Arena: light",""
"BMR","","","","Arena: melee range indicator",""
"BMR","","","","Arena: non-enemy important object (untargetable origin of a tether, interactible object, etc)",""
"BMR","","","","Arena: other 0",""
"BMR","","","","Arena: other 1",""
"BMR","","","","Arena: other 2",""
"BMR","","","","Arena: other 3",""
"BMR","","","","Arena: other 4",""
"BMR","","","","Arena: other 5",""
"BMR","","","","Arena: other 6",""
"BMR","","","","Arena: other 7",""
"BMR","","","","Arena: other 8",""
"BMR","","","","Arena: player character",""
"BMR","","","","Arena: player not in current party/alliance (usually not drawn on map)",""
"BMR","","","","Arena: trap",""
"BMR","","","","Arena: typical danger foreground element (tether, etc)",""
"BMR","","","","Arena: typical danger zone (AOE)",""
"BMR","","","","Arena: typical safe foreground element (tether, etc)",""
"BMR","","","","Arena: typical safe zone",""
"BMR","","","","Arena: vulnerable, needs special attention",""
"BMR","","","","Armor","防具"
"BMR","","","","Armory chest: ","アーマリーチェスト："
"BMR","","","","Artisan integration","Artisan連携"
"BMR","","","","Assign + Reassign","依頼設定＋再依頼"
"BMR","","","","Assign closest unambiguous inner tower","担当が明確な内側の塔のうち、最も近い塔を割り当て"
"BMR","","","","Assign first CW tower that is not assigned to someone closer","時計回りに見て、より近い人へ割り当て済みでない最初の塔を担当"
"BMR","","","","Assume G1 left, G2 right when looking at boss from arena center","中央からボスを見てG1左・G2右として扱う"
"BMR","","","","Assume G1 right, G2 left when looking at boss from arena center","中央からボスを見てG1右・G2左として扱う"
"BMR","","","","Attempt to adjust Idyllic Dream tower logic to mistakes","Idyllic Dreamの塔処理を、途中のミスに合わせて補正"
"BMR","","","","Attempt to enter house on login even when Multi Mode is disabled","Multi Modeが無効でもログイン時にハウスへの入室を試行"
"BMR","","","","Auto AFK timer","自動AFKタイマー"
"BMR","Action tweaks","","","Auto misdirection: prevent movement under misdirection if angle between normal movement and misdirected is greater than this threshold (set to 180 to disable).","ミスディレクション自動対策：通常移動方向と誤誘導後の方向差がこの角度を超える場合は移動を防止（180で無効）"
"BMR","","","","Auto record in Duty Recorder replays","コンテンツリプレイに自動記録"
"BMR","","","","Auto record replays on duty start/end or outdoor module start/end","コンテンツ／フィールドモジュールの開始・終了時にリプレイを自動記録"
"BMR","Action tweaks","","","Auto use Peloton when moving out of combat","非戦闘時の移動中にプロトンを自動使用"
"BMR","","","","Auto-Assign Roles","ロールを自動割り当て"
"BMR","","","","Auto-buy Ceruleum Tanks after entering Workshop:","カンパニークラフト設備へ入った後、青燐水バレルを自動購入："
"BMR","","","","Auto-close and retry logging in on connection errors","接続エラー時に自動で閉じてログインを再試行"
"BMR","BMR Settings","","","Auto-DeepDungeon (Experimental)","ディープダンジョン自動化（実験機能）"
"BMR","","","","Auto-desynth items","アイテムを自動分解"
"BMR","","","","Auto-detect new key","新しいキーを自動検出"
"BMR","","","","Auto-disable plugin when closing retainer list","リテイナー一覧を閉じた時にプラグインを自動無効化"
"BMR","","","","Auto-open venture coffers","リテイナーベンチャー箱を自動開封"
"BMR","","","","Automates movement during boss fights.",""
"BMR","","","","Automatic Grand Company Expert Delivery","グランドカンパニー希少品調達の自動納品"
"BMR","","","","Automatic mob targeting behavior","敵の自動ターゲット方針"
"BMR","Action tweaks","","","Automatic out-of-combat utility actions","非戦闘時の自動ユーティリティ"
"BMR","","","","Automatic pomander usage","魔土器の自動使用"
"BMR","Action tweaks","","","Automatic target selection for ground-targeted abilities","グラウンドターゲットアクションの対象を自動選択"
"BMR","","","","Automatically assign roles on zone change","ゾーン移動時にロールを自動割り当て"
"BMR","","","","Automatically assigns enabled retainers to a Quick Venture if they have none already in progress and reassigns current venture.","有効なリテイナーに進行中の依頼がなければ「ほりだしもの依頼」を自動設定し、進行中の依頼も再依頼します。"
"BMR","Action tweaks","Smart character orientation","","Automatically avoid gazes","視線攻撃を自動回避"
"BMR","Action tweaks","","","Automatically cancel a cast when target is dead","対象が死亡したら詠唱を自動キャンセル"
"BMR","Autorotation","","","Automatically disable autorotation if a Luring Trap is triggered","誘引の罠が発動したら自動回しを自動停止"
"BMR","Autorotation","","","Automatically disable autorotation on death","死亡時に自動回しを自動停止"
"BMR","Autorotation","","","Automatically disable autorotation when exiting combat","戦闘終了時に自動回しを自動停止"
"BMR","Action tweaks","","","Automatically dismount to execute actions","アクション実行時に自動でマウントを降りる"
"BMR","Action tweaks","","","Automatically manage auto attacks","オートアタックを自動管理"
"BMR","","","","Automatically moves your character based on safe zones determined by a boss's module, visible on the radar.",""
"BMR","","","","Automatically navigate to Cairn of Passage","転移の石塔へ自動移動"
"BMR","","","","Automatically navigate to coffers","宝箱へ自動移動"
"BMR","Autorotation","","","Automatically reenable force-disabled autorotation when exiting combat","戦闘終了時、強制停止された自動回しを自動で再有効化"
"BMR","BMR Settings","","","Automovement","自動移動"
"BMR","","","","AutoRetainer (has testing version)","AutoRetainer（テスト版あり）"
"BMR","","","","AutoRetainer will automatically enable itself when the player is within interaction range of a Summoning Bell. You must remain stationary or the activation will be cancelled.","呼び鈴の操作範囲に入るとAutoRetainerを自動で有効化します。移動すると有効化はキャンセルされます。"
"BMR","","","","AutoRetainer will wait for all retainers to return before cycling to the next character in multi mode operation.","Multi Modeで次のキャラクターへ移る前に、すべてのリテイナー依頼が完了するまで待機します。"
"BMR","","","","AutoRetainer will wait until all enabled retainers have completed their ventures. After that this setting will be disabled automatically and all characters will be processed.","有効なすべてのリテイナー依頼が完了するまで待機します。完了後、この設定は自動で無効化され、全キャラクターの処理を再開します。"
"BMR","","","","AutoRetainer won't sell, desynthese, discard or hand in to Grand Company these items, even if they are included in any other processing lists.","このリストのアイテムは、他の処理リストに含まれていても売却・分解・破棄・GC納品しません。"
"BMR","","","","Autorotation",""
"BMR","Autorotation","","","Autorotation (Unsupported by Combat Reborn)","自動回し（Combat Rebornではサポート対象外）"
"BMR","","","","Autorotation commands:",""
"BMR","BMR Settings","","","Autorotation presets","自動回しプリセット"
"BMR","","","","Available Commands:",""
"BMR","BMR Settings","Tooltip","","Avoid known trap locations sourced from PalacePal data. Does not need PalacePal installed since data is included in BMR. (Traps revealed by a Pomander of Sight will always be avoided regardless of this setting.)","PalacePal由来の既知の罠位置を回避します。データはBMRに含まれているためPalacePalの導入は不要です。（サイトロで見えるようになった罠は、この設定に関係なく常に回避します。）"
"BMR","","","","Bailout Module","復帰処理モジュール"
"BMR","","","","Banana Codex (west = north)","Banana Codex（西を基準北として扱う）"
"BMR","","","","Behavior","動作"
"BMR","","","","Billboard height offset","ビルボードの高さオフセット"
"BMR","","","","Blue Mage",""
"BMR","BMR Settings","","","Boss modules and radar","ボスモジュールとレーダー"
"BMR","","","","BossMod Wiki",""
"BMR","","","","BossModReborn (BMR) provides boss fight radar, auto-rotation, cooldown planning, and AI. All of its modules can be toggled individually. Support for it can be found in the Discord server linked at the bottom of this tab.",""
"BMR","","","","BossModReborn GitHub",""
"BMR","BMR Settings","","","Bozja","ボズヤ"
"BMR","BMR Settings","","","Bozja duel farming","ボズヤ一騎打ち周回"
"BMR","","","","Brayflox's Longstop",""
"BMR","","","","Broadcast keypresses to other windows","キー入力を他のウィンドウへ送信"
"BMR","","","","Button push colors 0",""
"BMR","","","","Button push colors 1",""
"BMR","","","","Button push colors 2",""
"BMR","","","","Button push colors 3",""
"BMR","","","","Button push colors 4",""
"BMR","","","","Button push colors 5",""
"BMR","","","","Buy until this amount in inventory","所持数がこの数になるまで購入"
"BMR","","","","By level:","レベル別："
"BMR","","","","C033SStatice","C033SStatice"
"BMR","Action tweaks","","","Camera-relative, backwards","カメラ基準・後方"
"BMR","Action tweaks","","","Camera-relative, forwards","カメラ基準・前方"
"BMR","","","","Can be hooked by other plugins to automate entire duties.",""
"BMR","BMR Settings","Tooltip","","Can cause hitching on some computers. Only enable it if it is actually needed! It is only useful for multiboxers.","一部のPCではカクつきの原因になる場合があります。本当に必要な場合だけ有効にしてください。複数クライアント運用時のみ有用です。"
"BMR","Boss modules and radar","Radar","","Cardinal direction font size","方角名の文字サイズ"
"BMR","","","","Cardinal: East",""
"BMR","","","","Cardinal: North",""
"BMR","","","","Cardinal: South",""
"BMR","","","","Cardinal: West",""
"BMR","Action tweaks","","","Cast at current mouse position","現在のマウス位置に使用"
"BMR","Action tweaks","","","Cast at selected target's position","選択中ターゲットの位置に使用"
"BMR","","","","Castrum Meridianum",""
"BMR","","","","CCW","反時計回り"
"BMR","","","","CCW (leftmost, if facing outside)","反時計回り（外向き時は左端）"
"BMR","","","","Ceruleum","青燐水バレル"
"BMR","","","","Ch01CloudOfDarkness","Ch01CloudOfDarkness"
"BMR","Boss modules and radar","Radar","","Change arena border color if player is at risk","プレイヤーが危険な場合にアリーナ境界色を変更"
"BMR","BMR Settings","Tooltip","","Change icon size of 3D world billboards","3Dワールド上のビルボードアイコンサイズを変更します。"
"BMR","BMR Settings","Tooltip","","Change text size of 3D world billboards","3Dワールド上のビルボード文字サイズを変更します。"
"BMR","","","","Changes the behavior of ""Wait for Voyage Completion"" (both global and per-character) so that AutoRetainer no longer resends individual submarines while already logged in. Instead, it will wait until all submarines have returned before taking action.","「探索完了まで待機」（全体設定・キャラクター別設定）の動作を変更します。ログイン中に帰還済みの潜水艦だけを個別に再出航せず、すべての潜水艦が帰還するまで待ってから処理します。"
"BMR","Boss modules and radar","Radar","","Changes the white border to red when you are standing somewhere you are likely to be hit by a mechanic","ギミックに被弾しそうな位置にいる場合、白いアリーナ境界線を赤色へ変更します。"
"BMR","","","","Chaotic Alliance Raid",""
"BMR","","","","Character Configuration","キャラクター設定"
"BMR","","","","Character Order","キャラクター順"
"BMR","","","","Character sorting in Deployables tab","潜水艦／飛空艇タブのキャラクター並び順"
"BMR","","","","Character sorting in Retainer tab","リテイナータブのキャラクター並び順"
"BMR","","","","Character Synchronization","キャラクター同期"
"BMR","Action tweaks","","","Character-relative, forwards","キャラクター基準・前方"
"BMR","","","","Characters that have completed ventures longer time ago will be checked first","リテイナー依頼の完了から時間が経っているキャラクターを優先します"
"BMR","","","","Characters with retainers that can be levelled up will be done first; then, characters with retainers at max level; and then characters with retainers less than max level and level capped.","レベルアップ可能なリテイナーがいるキャラクターを最優先し、次に最大レベルのリテイナーがいるキャラクター、最後にレベル上限に達している未最大レベルのリテイナーがいるキャラクターを処理します。"
"BMR","","","","Check frequency, hours","確認間隔（時間）"
"BMR","","","","Cleanup ghost retainers","存在しないリテイナー情報を整理"
"BMR","BMR Settings","","","Clear","クリア"
"BMR","","","","Click to automatically assign party roles based on job and party order","クリックしてジョブとPT順に基づきロールを自動割り当て"
"BMR","","","","Clone Relative","分身基準"
"BMR","","","","Close retainer list and disable plugin","リテイナー一覧を閉じてプラグインを無効化"
"BMR","","","","Close retainer list and keep plugin enabled","リテイナー一覧を閉じてプラグインを有効のままにする"
"BMR","","","","Collect","受取のみ"
"BMR","","","","Collect and assign ventures to your retainers from the comfort of your bed.","リテイナー依頼の受取と再依頼を自動化します。"
"BMR","","","","Collision debug colors 0",""
"BMR","","","","Collision debug colors 1",""
"BMR","","","","Collision debug colors 2",""
"BMR","BMR Settings","","","Color scheme","配色"
"BMR","","","","Combat Reborn Discord",""
"BMR","","","","Common Settings","共通設定"
"BMR","","","","Configurations:","設定："
"BMR","","","","Configure Character","キャラクター設定"
"BMR","Action tweaks","","","Configures the maximum simulated delay in milliseconds when using animation lock removal - this is required and cannot be reduced to zero. Setting this to 20ms will enable triple-weaving when using autorotation. The minimum setting to remove triple-weaving is 26ms. The minimum of 20ms has been accepted by FFLogs and should not cause issues with your logs.","アニメーションロック軽減使用時の最大疑似遅延をミリ秒単位で設定します。0にはできません。20msでは自動回し時に3アビ挟みが可能になります。3アビ挟みを防ぐ最小値は26msです。20msはFFLogsで許容されており、通常ログ上の問題はありません。"
"BMR","Action tweaks","","","Control","Ctrl"
"BMR","","","","Cooldown planner",""
"BMR","","","","Copperbell Mines",""
"BMR","","","","Copy",""
"BMR","","","","Copy all","すべてコピー"
"BMR","","","","Creates a CD plan for supported bosses.",""
"BMR","Action tweaks","","","Cross-class actions","クラス共通アクション"
"BMR","","","","Ctrl - add to Unconditional Sell List","Ctrl - 無条件売却リストへ追加"
"BMR","","","","Currently: Can shutdown
Remaining for force shutdown: 0","現在：終了可能
強制終了まで：0"
"BMR","","","","Curtain call: DD break debuff first","Curtain Call：DPSが先にデバフを切る"
"BMR","","","","Cutter's Cry",""
"BMR","","","","CW","時計回り"
"BMR","","","","CW (rightmost, if facing outside)","時計回り（外向き時は右端）"
"BMR","","","","dalamud.logへの出力時、他プレイヤーのパケットを無視###Ignore packets for other players when dumping to dalamud.log",""
"BMR","","","","Darts 2: supports relative west, dd relative east","Darts 2：サポートは西基準、DPSは東基準"
"BMR","","","","DataCenter","データセンター"
"BMR","","","","Dawntrail","黄金のレガシー"
"BMR","","","","DD","DPS"
"BMR","","","","Deep Dungeons",""
"BMR","","","","Default Plan","既定プラン"
"BMR","Action tweaks","","","Delay Thunderclap if already in melee range of target","すでに近接距離なら抜重歩法の使用を遅らせる"
"BMR","","","","Delay, seconds","遅延（秒）"
"BMR","","","","Delays","遅延設定"
"BMR","","","","Delete",""
"BMR","","","","Deliver eligible items into Armoire when in Multi Mode","Multi Mode中、対象アイテムを愛蔵品キャビネットへ収納"
"BMR","","","","Deliver eligible items into glamour dresser while in Multi Mode (requires Glamour log plugin)","Multi Mode中、対象アイテムをミラージュドレッサーへ収納（Glamour logが必要）"
"BMR","","","","Demo mode","デモモード"
"BMR","","","","Deployables","潜水艦／飛空艇"
"BMR","","","","Deployables list: remaining fuel warning","潜水艦／飛空艇一覧：燃料残量警告"
"BMR","","","","Deployables list: remaining inventory slots warning","潜水艦／飛空艇一覧：残り所持枠警告"
"BMR","","","","Deployables list: remaining repair kit warning","潜水艦／飛空艇一覧：修理材残量警告"
"BMR","","","","Desired positional when following target","追従対象に対する希望位置"
"BMR","","","","Desynthese","分解"
"BMR","BMR Settings","","","Developer settings","開発者設定"
"BMR","","","","Disable AutoRetainer","AutoRetainerを無効化"
"BMR","Autorotation","","","Disable autorotation if the boss is pulled without a countdown","カウントダウンなしでボス戦が始まったら自動回しを停止"
"BMR","","","","Disable DoTs on non-boss floors (only affects BMR autorotation)","ボス以外の階層ではDoTを使用しない（BMR自動回しのみ）"
"BMR","","","","Disable loading obstacle maps","障害物マップの読み込みを無効化"
"BMR","","","","Disable Multi Mode on Manual Login","手動ログイン時にMulti Modeを無効化"
"BMR","","","","Disable Render","描画を無効化"
"BMR","","","","Disable Render when in Multi Mode","Multi Mode中は描画を無効化"
"BMR","","","","Disable sorting and collapsing/expanding","並び替えと折りたたみ／展開を無効化"
"BMR","Action tweaks","","","Disabled","無効"
"BMR","","","","Disables world rendering while in Multi Mode.","Multi Mode中、ゲームワールドの描画を無効化します。"
"BMR","","","","Discard List","破棄リスト"
"BMR","","","","Display deployables checkbox in workshop","カンパニークラフト設備に潜水艦／飛空艇チェックを表示"
"BMR","","","","Display Extended Retainer Info","リテイナー詳細情報を表示"
"BMR","","","","Display hidden characters when searching","検索時に非表示キャラクターも表示"
"BMR","","","","Display Login Overlay","ログインオーバーレイを表示"
"BMR","","","","Display multi mode type selector","Multi Modeの種類選択を表示"
"BMR","","","","Display notification in game chat","ゲーム内チャットに通知を表示"
"BMR","","","","Display only most significant icon in status bar","ステータスバーには最も重要なアイコンだけ表示"
"BMR","","","","Display overlay notification if one of retainers has completed a venture","リテイナー依頼完了時にオーバーレイ通知を表示"
"BMR","","","","Display Quick Menu in Retainer UI","リテイナーUIにクイックメニューを表示"
"BMR","","","","Displays retainer item level/gathering/perception and the name of their current venture in the main UI.","メインUIにリテイナーのIL／獲得力／識質力と現在の依頼名を表示します。"
"BMR","","","","DMU","DMU"
"BMR","","","","DN","DN"
"BMR","","","","DN (true north)","DN（真北基準）"
"BMR","","","","DNC",""
"BMR","","","","Do deployables in Night mode","ナイトモードで潜水艦／飛空艇を処理"
"BMR","","","","Do not close AutoRetainer windows on ESC key press","ESCキーでAutoRetainerのウィンドウを閉じない"
"BMR","","","","Do not display overlay in duty or combat","コンテンツ中または戦闘中はオーバーレイを表示しない"
"BMR","","","","Do not error check venture planner","リテイナー依頼プランナーのエラーチェックを行わない"
"BMR","","","","Do not notify if AutoRetainer is enabled or MultiMode is running","AutoRetainer有効中またはMulti Mode実行中は通知しない"
"BMR","","","","Do not reset Preferred Character on Manual Login","手動ログイン時に優先キャラクターをリセットしない"
"BMR","","","","Do not show plugin status icons","プラグイン状態アイコンを表示しない"
"BMR","","","","Do not teleport or enter house for retainers when already next to bell","すでに呼び鈴の近くにいる場合、リテイナー処理のためのテレポ／入室を行わない"
"BMR","Action tweaks","","","Do NOT use with XivAlexander or NoClippy - this should automatically disable itself if they are detected, but double check first!","XivAlexander / NoClippyとは併用しないでください。検出時は自動で無効化される想定ですが、必ず確認してください。"
"BMR","","","","Do not warn about second game instance running from same directory","同じフォルダーから2つ目のゲームを起動していても警告しない"
"BMR","","","","Do nothing","何もしない"
