Plugin,Menu,Section,Type,English,Japanese
Splatoon,,,RenderText,Fill Intensity,塗りつぶし強度
Splatoon,,,Text/RenderTextWrapped,Fill:,塗りつぶし：
Splatoon,,,TabItem,Find,検索
Splatoon,,,RenderText,Font size,フォントサイズ
Splatoon,,,Button,Foray,特殊フィールド
Splatoon,,,Text/RenderTextWrapped,Gaze,視線
Splatoon,,,Button,Generate donut,ドーナツ範囲を生成
Splatoon,,,CollapsingHeaderPtr,Global Style Overrides,全体スタイル上書き
Splatoon,,,Text/RenderTextWrapped,Good,良好
Splatoon,,,Selectable,Gradient,グラデーション
Splatoon,,,Checkbox/RenderText,Group by Zone,エリアごとにグループ化
Splatoon,,,Text/RenderTextWrapped,Here is current list of searched objects:,現在検索中のオブジェクト一覧：
Splatoon,,,Checkbox/RenderText,Hide disabled layouts/scripts,無効なレイアウト／スクリプトを非表示
Splatoon,,,Text/RenderTextWrapped,How fast arrows are moving. Higher value = slower movement. 0 disables color animation entirely.,矢印の移動速度です。値が大きいほど遅くなります。0で色アニメーションを完全に無効化します。
Splatoon,,,Text/RenderTextWrapped,How long arrow base is,矢印本体の長さ
Splatoon,,,Text/RenderTextWrapped,How long interval between arrows is,矢印間の間隔
Splatoon,,,Text/RenderTextWrapped,"How long tip of an arrow will be, in percentage from sum of chunk + interval length",矢印先端の長さを、矢印本体＋間隔の合計に対する割合で指定します
Splatoon,,,Checkbox/RenderText,I understand that improper use of these functions may result in irrecoverable damages.,これらの機能を不適切に使用すると、復旧不能な問題が発生する可能性があることを理解しました。
Splatoon,,,Text/RenderTextWrapped,"If possible, render elements with in-game omen VFX. Some donut and cone sizes are not supported; these will fall back to DirectX rendering.",可能な場合はゲーム内の予兆VFXで描画します。対応していないサイズのドーナツ／扇形はDirectX描画へ切り替わります。
Splatoon,,,Text/RenderTextWrapped,"If you would like to financially support me, you may use Patreon, Ko-Fi or cryptocurrency. Financial support allows me to put extra time into plugin!",開発を支援したい場合は、Patreon、Ko-Fi、暗号資産を利用できます。支援によりプラグイン開発へより多くの時間を充てられます。
Splatoon,,,Text/RenderTextWrapped,Intensity:,強度：
Splatoon,,,Text/RenderTextWrapped,Interval between animation,アニメーション間隔
Splatoon,,,Text/RenderTextWrapped,Interval length,間隔の長さ
Splatoon,,,Text/RenderTextWrapped,Knockback,ノックバック
Splatoon,,,Text/RenderTextWrapped,Language,言語
Splatoon,,,Text/RenderTextWrapped,Legacy ImGui Renderer,旧ImGuiレンダラー
Splatoon,,,RadioButtonBool/RenderText,List mode: Blacklist,リストモード：ブラックリスト
Splatoon,,,RadioButtonBool/RenderText,List mode: Whitelist,リストモード：ホワイトリスト
Splatoon,,,Checkbox/RenderText,Localization logging,翻訳ログ
Splatoon,,,Text/RenderTextWrapped,Log object position in casting information log lines,詠唱情報ログにオブジェクト位置を記録
Splatoon,,,Checkbox/RenderText,Log position,位置をログへ記録
Splatoon,,,Text/RenderTextWrapped,Logging and Web API,ログとWeb API
Splatoon,,,TabItem,Map Effect,マップエフェクト
Splatoon,,,Text/RenderTextWrapped,Maximum Alpha:,最大透明度：
Splatoon,,,Text/RenderTextWrapped,Maximum Fill Alpha:,塗りつぶし最大透明度：
Splatoon,,,RenderText,Message concurrency,同時メッセージ数
Splatoon,,,Selectable,Middle,中央
Splatoon,,,RenderText,Minimal cone fill line interval,扇形塗りつぶし線の最小間隔
Splatoon,,,Text/RenderTextWrapped,Minimum Fill Alpha:,塗りつぶし最小透明度：
Splatoon,,,Button,Mixed,混合
Splatoon,,,RenderText,Object 1,オブジェクト 1
Splatoon,,,RenderText,Object 2,オブジェクト 2
Splatoon,,,CollapsingHeaderPtr,Object Effects,オブジェクトエフェクト
Splatoon,,,RenderTextWrapped,Offset,オフセット
Splatoon,,,Text/RenderTextWrapped,Origin:,基準点：
Splatoon,,,Checkbox/RenderText,Override Colors##nameDanger,色を上書き##nameDanger
Splatoon,,,Checkbox/RenderText,Override Colors##nameGaze,色を上書き##nameGaze
Splatoon,,,Checkbox/RenderText,Override Colors##nameKnockback,色を上書き##nameKnockback
Splatoon,,,Checkbox/RenderText,Override Colors##nameSafe,色を上書き##nameSafe
Splatoon,,,Checkbox/RenderText,Override Colors##nameSoak,色を上書き##nameSoak
Splatoon,,,Checkbox/RenderText,Override Colors##nameUnspecified,色を上書き##nameUnspecified
Splatoon,,,Checkbox/RenderText,Override##Danger,上書き##Danger
Splatoon,,,Checkbox/RenderText,Override##Gaze,上書き##Gaze
Splatoon,,,Checkbox/RenderText,Override##Knockback,上書き##Knockback
Splatoon,,,Checkbox/RenderText,Override##Safe,上書き##Safe
Splatoon,,,Checkbox/RenderText,Override##Soak,上書き##Soak
Splatoon,,,Checkbox/RenderText,Override##Unspecified,上書き##Unspecified
Splatoon,,,CollapsingHeaderPtr,Placeholders,プレースホルダー
Splatoon,,,Text/RenderTextWrapped,Pointer Line Defaults,ポインターライン既定値
Splatoon,,,RenderText,Preferred Role Assignments,希望ロール割り当て
Splatoon,,,RenderText,Priority assignment auto-loading notification,優先順位割り当て自動読込通知
Splatoon,,,TabItem,Projection,投影
Splatoon,,,RenderText,"Pulse duration, seconds",点滅時間（秒）
Splatoon,,,Button,Query,照会
Splatoon,,,Button,Raid,レイド
Splatoon,,,Selectable,Rainbow,レインボー
Splatoon,,,Text/RenderTextWrapped,Render engine loaded successfully.,レンダリングエンジンを正常に読み込みました。
Splatoon,,,Checkbox/RenderText,Render Splatoon Projection by default,Splatoon Projectionを標準で描画
Splatoon,,,TabItem,Render###tab2,描画###tab2
Splatoon,,,Button,Reset To Default##Danger,初期値へ戻す##Danger
Splatoon,,,Button,Reset To Default##Gaze,初期値へ戻す##Gaze
Splatoon,,,Button,Reset To Default##Knockback,初期値へ戻す##Knockback
Splatoon,,,Button,Reset To Default##Safe,初期値へ戻す##Safe
Splatoon,,,Button,Reset To Default##Soak,初期値へ戻す##Soak
Splatoon,,,Button,Reset To Default##Unspecified,初期値へ戻す##Unspecified
Splatoon,,,Text/RenderTextWrapped,Safe,安全
Splatoon,,,Button,Save entries: Japanese,エントリを保存：日本語
Splatoon,,,Text/RenderTextWrapped,Screwed up?,うまくいかない？
Splatoon,,,Text/RenderTextWrapped,Script auto-reloading (for developers),スクリプト自動再読み込み（開発者向け）
Splatoon,,,Text/RenderTextWrapped,"Scriptable overlay engine for drawing mechanics, markers, and indicators in real-time",ギミック、マーカー、インジケーターをリアルタイム描画するスクリプト対応オーバーレイエンジン
Splatoon,,,Text/RenderTextWrapped,Scripts configuration and priority lists,スクリプト設定と優先順位リスト
Splatoon,,,CollapsingHeaderPtr,Scripts w/prio list,優先順位リスト付きスクリプト
Splatoon,,,Text/RenderTextWrapped,Select role assignments that you would like to assigned to yourself via autofill function,自動割り当て機能で自分に設定したいロールを選択します
Splatoon,,,RadioButtonBool/RenderText,Select Zone...,エリアを選択...
Splatoon,,,Checkbox/RenderText,Show attention window preview,注意ウィンドウのプレビューを表示
Splatoon,,,Text/RenderTextWrapped,Soak,頭割り
Splatoon,,,Text/RenderTextWrapped,"Some native elements are not supported, but they may be added later. Text is currently not clipped.",一部の標準UI要素には未対応ですが、今後追加される可能性があります。現在テキストはクリップされません。
Splatoon,,,Text/RenderTextWrapped,"Splatoon supports few renderers. On this page, you can select which ones you want to use, configure them and set one of them as default.",Splatoonは複数のレンダラーに対応しています。このページで使用するレンダラーの選択、設定、既定レンダラーの指定ができます。
Splatoon,,,Text/RenderTextWrapped,Stroke:,線：
Splatoon,,,Text/RenderTextWrapped,Targetable,ターゲット可能
Splatoon,,,Text/RenderTextWrapped,The maximum alpha used for drawing.,描画に使用する最大透明度です。
Splatoon,,,Text/RenderTextWrapped,Thickness,太さ
Splatoon,,,Text/RenderTextWrapped,Thickness:,太さ：
Splatoon,,,Text/RenderTextWrapped,This render engine can not be disabled.,このレンダリングエンジンは無効化できません。
Splatoon,,,Text/RenderTextWrapped,"Tip Length, % of chunk+interval",先端の長さ（矢印本体＋間隔に対する％）
Splatoon,,,Button,To my pos,自分の位置へ
Splatoon,,,Text/RenderTextWrapped,Transition length,遷移の長さ
Splatoon,,,TabItem,Translator,翻訳
Splatoon,,,Button,Trial,討滅戦
Splatoon,,,Text/RenderTextWrapped,True,はい
Splatoon,,,TabItem,Trusted Repos,信頼済みリポジトリ
Splatoon,,,Text/RenderTextWrapped,UI settings,UI設定
Splatoon,,,Text/RenderTextWrapped,Unspecified,未指定
Splatoon,,,Text/RenderTextWrapped,Unsupported in ImGui Legacy renderer,旧ImGuiレンダラーでは非対応
Splatoon,,,Checkbox/RenderText,Use full donut filling,ドーナツ範囲を完全に塗りつぶす
Splatoon,,,Text,            Screwed up?,            うまくいかない？
Splatoon,,,Text/RenderTextWrapped,Attention window is a way for script to display an useful message during a mechanic. Here you can configure it's size. ,注意ウィンドウは、ギミック中にスクリプトが重要なメッセージを表示するためのものです。ここでウィンドウサイズを設定できます。
Splatoon,,,Button,Crypto,暗号資産
Splatoon,,,Text,Default rendering engine. ,標準のレンダリングエンジンです。
Splatoon,,,Text/RenderTextWrapped,DirectX11 Render made by SourP. ,SourPによるDirectX11レンダラーです。
Splatoon,,,Selectable,Disable,無効
Splatoon,,,Selectable,Display notification,通知を表示
Splatoon,,,Text/RenderTextWrapped,EX2 Projection of Triumph,EX2 勝利の投影
Splatoon,,,Text/RenderTextWrapped,EX4 Escelons Fall,EX4 エシェロン・フォール
Splatoon,,,Text/RenderTextWrapped,EX5 Relentless Reaping,EX5 絶え間なき刈り取り
Splatoon,,,Text/RenderTextWrapped,EX6 Aetherial Ray FinalPosition,EX6 エーテリアルレイ 最終位置
Splatoon,,,Text/RenderTextWrapped,EX6 Arcane Revelation,EX6 アーケイン・リベレーション
Splatoon,,,Text/RenderTextWrapped,EX7 Gaze of the Void,EX7 虚無の凝視
Splatoon,,,Text/RenderTextWrapped,EXMH Clamorous Chase,EXMH クラモラス・チェイス
Splatoon,,,Button,Github,GitHub
Splatoon,,,Selectable,Korean,韓国語
Splatoon,,,Button,Patreon,Patreon
Splatoon,,,Selectable,Print in chat,チャットに表示
Splatoon,,,Selectable,Print in chat with roles,ロール付きでチャットに表示
Splatoon,,,Text/RenderTextWrapped,Projection Performance Impact: 0.0ms,Projection パフォーマンス負荷：0.0ms
Splatoon,,,Text/RenderTextWrapped,"Splatoon supports few renderers. On this page, you can select which ones you want to use, configure them and set one of them as default.
Render engine can be set globally and per-element. When set render engine is not available, either due to load error or because user has disabled it, other available render engine will be used automatically.
Settings present in this section affect all available renderes.","Splatoonは複数のレンダラーに対応しています。このページでは使用するレンダラーの選択、設定、既定レンダラーの指定ができます。
レンダリングエンジンは全体または要素ごとに設定できます。読み込みエラーやユーザーによる無効化などで指定したレンダラーが利用できない場合は、利用可能な別のレンダラーが自動的に使用されます。
このセクションの設定は、利用可能なすべてのレンダラーに適用されます。"
Splatoon,,,Text/RenderTextWrapped,Underkeep ValiaPira,アンダーキープ ValiaPira
Splatoon,,,Text/RenderTextWrapped,Visuals:,表示：
Splatoon,,,Text/RenderTextWrapped,"When a new battle comes, I would greatly benefit from obtaining it's combat data. If you are doing these battles early and wish to contribute combat data, please contact me via Discord to receive instructions on how to do so.",新しいバトルが追加された際、その戦闘データを提供してもらえると開発にとても役立ちます。早期に攻略していて戦闘データの提供に協力したい場合は、Discordで開発者へ連絡して手順を確認してください。
Splatoon,,,Text/RenderTextWrapped,Window screen position:,ウィンドウ表示位置：
Splatoon,,,Text/RenderTextWrapped,You can define alias for /splatoon command here. Leave empty to remove alias.,ここで /splatoon コマンドの別名を設定できます。別名を削除する場合は空欄にしてください。
Splatoon,,,Selectable,[100 - Alexandria],[100 - アレクサンドリア]
Splatoon,,,Text/RenderTextWrapped,[EXPERIMENTAL] Use VFX Rendering:,【試験機能】VFX描画を使用：
