Plugin,Menu,Section,Type,English,Japanese
"BossModReborn","","","","/bmrai followmodule on/off: Sets following following during active boss module to on or off.","/bmrai followmodule on/off: ボスモジュールアクティブ時のフォローオン/オフを設定します。"
"BossModReborn","","","","/bmrai followmodule: Toggles following during active boss module.","/bmrai followmodule: アクティブなボスモジュール中のフォローを切り替えます。"
"BossModReborn","","","","/bmrai followoutofcombat on/off: Sets following target out of combat to on or off.","/bmrai followoutofcombat on/off: 非戦闘状態にある次のターゲットをオンまたはオフに設定します。"
"BossModReborn","","","","/bmrai followoutofcombat: Toggles following during out of combat.","/bmrai followoutofcombat: 非戦闘中のフォローを切り替えます。"
"BossModReborn","","","","/bmrai followtarget on/off: Sets following target during combat to on or off.","/bmrai followtarget on/off：戦闘中のターゲット追従のオン・オフを設定します。"
"BossModReborn","","","","/bmrai followtarget: Toggles following targets during combat.","/bmrai followtarget: 戦闘中のターゲットの追跡を切り替えます。"
"BossModReborn","","","","/bmrai forbidactions on/off: Sets forbid actions to on or off. (only for autorotation)","/bmrai forbidactions on/off: 禁止アクションをオンまたはオフに設定します。 (自動回転のみ)"
"BossModReborn","","","","/bmrai forbidactions: Toggles the forbidding of actions. (only for autorotation)","/bmrai forbidactions: アクションの禁止を切り替えます。 (自動回転のみ)"
"BossModReborn","","","","/bmrai forbidmovement on/off: Sets forbid movement to on or off.","/bmrai forbidmovement on/off: 移動の禁止をオンまたはオフに設定します。"
"BossModReborn","","","","/bmrai forbidmovement: Toggles the forbidding of movement.","/bmrai forbidmovement: 移動の禁止を切り替えます。"
"BossModReborn","","","","/bmrai idlewhilemounted on/off: Sets idle while mounted to on or off.","/bmrai idlewhilemounted on/off: マウント中のアイドルをオンまたはオフに設定します。"
"BossModReborn","","","","/bmrai idlewhilemounted: Toggles the idling while mounted.","/bmrai idlewhilemounted: 装着中のアイドリングを切り替えます。"
"BossModReborn","","","","/bmrai maxdistanceslot X: Sets max distance to slot. (default = 1)","/bmrai maxdistanceslot X: スロットまでの最大距離を設定します。 (デフォルト = 1)"
"BossModReborn","","","","/bmrai maxdistancetarget X: Sets max distance to target. (default = 2.6)","/bmrai maxdistancetarget X: ターゲットまでの最大距離を設定します。 (デフォルト = 2.6)"
"BossModReborn","","","","/bmrai mindistance X: Sets min distance to hitbox. (default = 0)","/bmrai mindistance X: ヒットボックスまでの最小距離を設定します。 (デフォルト = 0)"
"BossModReborn","","","","/bmrai movedelay X: Sets AI movement decision delay. (default = 0)","/bmrai movedelay X: AI動作判定遅延を設定します。 (デフォルト = 0)"
"BossModReborn","","","","/bmrai obstaclemaps on/off: Sets the loading of obstacle maps to on or off.","/bmrai obstaclemaps on/off: 障害物マップの読み込みをオンまたはオフに設定します。"
"BossModReborn","","","","/bmrai obstaclemaps: Toggles loading obstacle maps.","/bmrai obstaclemaps: 障害物マップの読み込みを切り替えます。"
"BossModReborn","","","","/bmrai off: Disables the AI.","/bmrai off: AI を無効にします。"
"BossModReborn","","","","/bmrai on: Enables the AI.","/bmrai on: AI を有効にします。"
"BossModReborn","","","","/bmrai positional X: Switch to positional when following targets. (any, rear, flank, front)","/bmrai positional X: ターゲットを追跡するときに位置情報に切り替えます。 (任意、後部、側面、前部)"
"BossModReborn","","","","/bmrai prefdistance X: Sets preferred distance to forbidden zones. (default = 0)","/bmrai prefdistance X: 禁止ゾーンまでの優先距離を設定します。 (デフォルト = 0)"
"BossModReborn","","","","/bmrai setpresetname X: Sets an autorotation preset for the AI, eg. setpresetname vbm default.","/bmrai setpresetname X: AI の自動回転プリセットを設定します。 setpresetname vbm のデフォルト。"
"BossModReborn","","","","/bmrai targetmaster: Toggles the focus on target leader.","/bmrai targetmaster: ターゲット リーダーへのフォーカスを切り替えます。"
"BossModReborn","","","","/bmrai toggle: Toggles the AI on/off.","/bmrai toggle:/off で AI を切り替えます。"
"BossModReborn","","","","/bmrai ui: Toggles the AI menu.","/bmrai ui: AI メニューを切り替えます。"
"BossModReborn","","","","2+0: first towers are soaked by short color and 0 unstable; they both then go north for second towers","2+0：1回目の塔は短い色＋不安定0が処理し、2回目は2人とも北の塔へ移動"
"BossModReborn","","","","2+1: first towers are soaked by short color and 1 unstable; they both then go to different second towers","2+1：1回目の塔は短い色＋不安定1が処理し、2回目は2人が別々の塔へ移動"
"BossModReborn","","","","2P-Operated Flight Unit [A30Trash]",""
"BossModReborn","","","","4Th Legion Blackburn [DAL1Gauntlet]",""
"BossModReborn","","","","4Th Legion Colossus [DAL04thLegionColossusRubricatus]",""
"BossModReborn","","","","4Th-Make Cuchulainn [DAL2Cuchulainn]",""
"BossModReborn","","","","6Th Legion Magitek Vanguard H-1 [D060SixthLegionMagitekVanguardH1]",""
"BossModReborn","","","","724P-Operated Superior Flight Unit (A-Lpha) [A22SuperiorFlightUnits]",""
"BossModReborn","","","","813P-Operated Aegis Unit [A21AegisUnit]",""
"BossModReborn","","","","905P-Operated Heavy Artillery Unit [A23HeavyArtilleryUnit]",""
"BossModReborn","","","","A Beast Unleashed [CE201ABeastUnleashed]",""
"BossModReborn","","","","A Bloody Reunion","レグラ・ヴァン・ヒュドルス追撃戦"
"BossModReborn","","","","A Delicate Balance [ADelicateBalance]",""
"BossModReborn","","","","A Familiar Face [CE44FamiliarFace]",""
"BossModReborn","","","","A Father First: Gulool Ja Ja [AFatherFirst]",""
"BossModReborn","","","","A Feast of Lies: Ran'jit [Ranjit]",""
"BossModReborn","","","","A Finale Most Formidable: Formidable [Formidable]",""
"BossModReborn","","","","A Frosty Reception: Vergilia Van Corculum [VergiliaVanCorculum]",""
"BossModReborn","","","","A Hunter True: Silvertongue Samidare [AHunterTrue]",""
"BossModReborn","","","","A Prying Eye [APryingEye]",""
"BossModReborn","","","","A Realm Reborn","新生エオルゼア"
"BossModReborn","","","","A Requiem for Heroes: Zenos Yae Galvus [ZenosP1]","英雄への鎮魂歌: ゼノス・イェー・ガルヴァス [ZenosP1]"
"BossModReborn","","","","A Requiem for Heroes: Zenos Yae Galvus [ZenosP2]","英雄への鎮魂歌: ゼノス・イェー・ガルヴァス [ZenosP2]"
"BossModReborn","","","","A Rotten Affair [ARottenAffair]",""
"BossModReborn","","","","A Sleep Disturbed: Huaca [ASleepDisturbed]","汝、英雄の眠りは: Huaca [ASleepDisturbed]"
"BossModReborn","","","","A Spectacle for the Ages: Flame General Aldynn [FlameGeneralAldynn]","四国合同演習: ラウバーン [FlameGeneralAldynn]"
"BossModReborn","","","","A Tearful Reunion: Phronesis [Phronesis]",""
"BossModReborn","","","","AAC Cruiserweight M1","至天の座アルカディア：クルーザー級1"
"BossModReborn","","","","AAC Cruiserweight M1 (Savage)","至天の座アルカディア零式：クルーザー級1"
"BossModReborn","","","","AAC Cruiserweight M2","至天の座アルカディア：クルーザー級2"
"BossModReborn","","","","AAC Cruiserweight M2 (Savage)","至天の座アルカディア零式：クルーザー級2"
"BossModReborn","","","","AAC Cruiserweight M3","至天の座アルカディア：クルーザー級3"
"BossModReborn","","","","AAC Cruiserweight M3 (Savage)","至天の座アルカディア零式：クルーザー級3"
"BossModReborn","","","","AAC Cruiserweight M4","至天の座アルカディア：クルーザー級4"
"BossModReborn","","","","AAC Cruiserweight M4 (Savage)","至天の座アルカディア零式：クルーザー級4"
"BossModReborn","","","","AAC Heavyweight M1","至天の座アルカディア：ヘビー級1"
"BossModReborn","","","","AAC Heavyweight M1 (Savage)","至天の座アルカディア零式：ヘビー級1"
"BossModReborn","","","","AAC Heavyweight M2","至天の座アルカディア：ヘビー級2"
"BossModReborn","","","","AAC Heavyweight M2 (Savage)","至天の座アルカディア零式：ヘビー級2"
"BossModReborn","","","","AAC Heavyweight M3","至天の座アルカディア：ヘビー級3"
"BossModReborn","","","","AAC Heavyweight M3 (Savage)","至天の座アルカディア零式：ヘビー級3"
"BossModReborn","","","","AAC Heavyweight M4","至天の座アルカディア：ヘビー級4"
"BossModReborn","","","","AAC Heavyweight M4 (Savage)","至天の座アルカディア零式：ヘビー級4"
"BossModReborn","","","","AAC Light-Heavyweight M1","至天の座アルカディア：ライトヘビー級1"
"BossModReborn","","","","AAC Light-Heavyweight M1 (Savage)","至天の座アルカディア零式：ライトヘビー級1"
"BossModReborn","","","","AAC Light-Heavyweight M2","至天の座アルカディア：ライトヘビー級2"
"BossModReborn","","","","AAC Light-Heavyweight M2 (Savage)","至天の座アルカディア零式：ライトヘビー級2"
"BossModReborn","","","","AAC Light-Heavyweight M3","至天の座アルカディア：ライトヘビー級3"
"BossModReborn","","","","AAC Light-Heavyweight M3 (Savage)","至天の座アルカディア零式：ライトヘビー級3"
"BossModReborn","","","","AAC Light-Heavyweight M4","至天の座アルカディア：ライトヘビー級4"
"BossModReborn","","","","AAC Light-Heavyweight M4 (Savage)","至天の座アルカディア零式：ライトヘビー級4"
"BossModReborn","","","","About","このプラグインについて"
"BossModReborn","","","","Absolute Authority: ignore flares, stack together","アブソリュート・オーソリティ: フレアを無視して集合"
"BossModReborn","","","","Absolute Virtue [BA3AbsoluteVirtue]",""
"BossModReborn","","","","Abyssos: The Eighth Circle (Savage)","万魔殿パンデモニウム：煉獄編4"
"BossModReborn","","","","Abyssos: The Fifth Circle (Savage)","万魔殿パンデモニウム：煉獄編1"
"BossModReborn","","","","Abyssos: The Seventh Circle (Savage)","万魔殿パンデモニウム：煉獄編3"
"BossModReborn","","","","Abyssos: The Sixth Circle (Savage)","万魔殿パンデモニウム：煉獄編2"
"BossModReborn","","","","Accept No Imitators [CE202AcceptNoImitators]",""
"BossModReborn","","","","Access summoning bell/workshop panel keybinds","呼び鈴／カンパニークラフト設備へアクセスするキー設定"
"BossModReborn","","","","Accrue Enmity From Multiple Targets","TANKの訓練 その4 複数の敵から敵視を集めよう！"
"BossModReborn","","","","Aces High [Duel1Gabriel]",""
"BossModReborn","","","","Act 4: go 1/8 CCW to soak tower with dark debuff","Act 4：反時計回りに1/8周移動し、闇デバフ持ちで塔を処理"
"BossModReborn","","","","Act 4: go 3/8 CCW to break water tether","Act 4：反時計回りに3/8周移動し、水の線を切る"
"BossModReborn","","","","Action on accessing retainer bell if any ventures available:","完了したリテイナー依頼がある状態で呼び鈴へアクセスした時の動作："
"BossModReborn","","","","Action on accessing retainer bell if no ventures available:","完了したリテイナー依頼がない状態で呼び鈴へアクセスした時の動作："
"BossModReborn","","","","Action tweaks","アクション調整"
"BossModReborn","","","","Actions:","操作："
"BossModReborn","","","","Activate night mode","ナイトモードを有効化"
"BossModReborn","","","","Activation Time","有効化時刻"
"BossModReborn","Boss modules and radar","Radar","","Actor triangle scale factor","キャラクター三角形の表示倍率"
"BossModReborn","","","","Add","追加"
"BossModReborn","","","","Add new plan","新しいプランを追加"
"BossModReborn","Boss modules and radar","Radar","","Add opaque background to the arena in the radar","レーダー内アリーナに不透明背景を追加"
"BossModReborn","","","","Add phase priorities for autorotation (from highest to lowest):","雑魚フェーズの自動回し優先順位（上ほど優先）："
"BossModReborn","","","","Additional amount of seconds that will be subtracted from venture ending time to help mitigate possible issues of time desynchronization between the game and your PC.","ゲームとPCの時刻ずれによる問題を軽減するため、リテイナー依頼の終了時刻から差し引く追加秒数です。"
"BossModReborn","","","","Additional Interaction Delay, frames","追加インタラクション遅延（フレーム）"
"BossModReborn","","","","Adjudicator [D083Adjudicator]",""
"BossModReborn","","","","Administrator Piece [AdministratorPiece]",""
"BossModReborn","","","","Administrator [DD90Administrator]",""
"BossModReborn","","","","AdministratorPiece",""
"BossModReborn","","","","Adrammelech [CLL3Adrammelech]",""
"BossModReborn","","","","ADS [T01ADS]",""
"BossModReborn","","","","ADS [T02ADS]",""
"BossModReborn","","","","Advance Relog Threshold","事前リログしきい値"
"BossModReborn","","","","Advance Relog Threshold, seconds","事前リログしきい値（秒）"
"BossModReborn","","","","Advanced","詳細設定"
"BossModReborn","","","","Advanced - Character Synchronization","詳細設定 - キャラクター同期"
"BossModReborn","","","","Advanced - Log","詳細設定 - ログ"
"BossModReborn","","","","Aegeiros [Aegeiros]",""
"BossModReborn","","","","Aenc Thon, Lord Of The Lengthsome Gait [D033AencThon]",""
"BossModReborn","","","","Aenc Thon, Lord Of The Lingering Gaze [D021AencThon]",""
"BossModReborn","","","","Aeturna [DD70Aeturna]",""
"BossModReborn","","","","Agdistis [P7S]",""
"BossModReborn","","","","Agent Of Trials [NoviceTactical]",""
"BossModReborn","","","","Aglaia","輝ける神域 アグライア"
"BossModReborn","","","","Aglaope [Aglaope]",""
"BossModReborn","","","","Agrias [A32Agrias]",""
"BossModReborn","","","","Ah Puch [DD140AhPuch]",""
"BossModReborn","","","","Ahead of the Competition [CE203AheadoftheCompetition]",""
"BossModReborn","","","","AI",""
"BossModReborn","","","","AI-only settings",""
"BossModReborn","","","","AI:",""
"BossModReborn","","","","Aiatar [D074Aiatar]",""
"BossModReborn","","","","Airavata [Airavata]",""
"BossModReborn","","","","Akadaemia Anyder","創造機関 アナイダアカデミア"
"BossModReborn","","","","Ala Mhigo","紅蓮決戦 アラミゴ"
"BossModReborn","","","","Albeleo The Maleficent [CLL2AlbeleoTheMaleficent]",""
"BossModReborn","","","","Albion [D111Albion]",""
"BossModReborn","","","","Albus Griffin [D110AlbusGriffin]",""
"BossModReborn","","","","Aldis, Sword Of Nald [AldisSwordOfNald]",""
"BossModReborn","","","","Alert Settings","通知設定"
"BossModReborn","","","","Alexander Resurrected [A32Alexander]",""
"BossModReborn","","","","Alexandria","記憶幻想 アレクサンドリア"
"BossModReborn","","","","Alfard [DD130Alfard]",""
"BossModReborn","","","","Alicanto [DD110Alicanto]",""
"BossModReborn","","","","Alichino [Alichino]",""
"BossModReborn","Action tweaks","","","Align Aetherial Shift with camera direction","エーテリアルシフトをカメラ方向に合わせる"
"BossModReborn","","","","Align dash actions with camera direction (Lost Swift, Occult Featherfoot, etc)","ダッシュ系アクションをカメラ方向に合わせる（Lost Swift、Occult Featherfootなど）"
"BossModReborn","Action tweaks","","","Align En Avant with camera direction","アン・アヴァンをカメラ方向に合わせる"
"BossModReborn","Action tweaks","","","Align Hell's Egress/Ingress with camera direction","ヘルズイーグレス／ヘルズイングレスをカメラ方向に合わせる"
"BossModReborn","Action tweaks","","","Align Smudge with camera direction","スマッジをカメラ方向に合わせる"
"BossModReborn","","","","All Categories","すべてのカテゴリ"
"BossModReborn","","","","All prey roles rotate clockwise","対象ロールは全員時計回り"
"BossModReborn","","","","All prey roles rotate counterclockwise","対象ロールは全員反時計回り"
"BossModReborn","","","","All-Seeing Eye [D111AllSeeingEye]",""
"BossModReborn","","","","Alliance",""
"BossModReborn","","","","Allow drawing text and icon billboards into the 3D world","3D空間へのテキスト・アイコン表示を許可"
"BossModReborn","","","","Allow entering shared houses","シェアハウスへの入室を許可"
"BossModReborn","","","","Allow extra low FPS limiter values","非常に低いFPS制限値を許可"
"BossModReborn","Action tweaks","","","Allow forbidding targets","攻撃禁止対象の指定を許可"
"BossModReborn","","","","Allow manual command invocation while AutoRetainer locked in postprocess. ","AutoRetainerが後処理でロック中でも手動コマンド実行を許可します。"
"BossModReborn","Boss modules and radar","Boss modules","","Allow modules to automatically use actions","モジュールによるアクション自動使用を許可"
"BossModReborn","","","","Allow operating on retainers without a job","クラス／ジョブ未設定のリテイナー操作を許可"
"BossModReborn","","","","Allow selling/discarding items from Armory Chest","アーマリーチェスト内アイテムの売却／破棄を許可"
"BossModReborn","","","","Allow this character to purchase fuel from workshop","このキャラクターでカンパニークラフト設備から燃料を購入可能にする"
"BossModReborn","","","","Allow venture timer to display negative values","リテイナー依頼タイマーのマイナス表示を許可"
"BossModReborn","","","","Allows teleporting to houses without registering them in Lifestream. Note: the Lifestream plugin is still required for teleportation to work.

Warning: This option is less reliable than registering your houses in Lifestream. Use it only if necessary.","ハウスをLifestreamに登録していなくてもテレポできるようにします。なお、テレポ機能を使うにはLifestreamプラグイン自体は必要です。

警告：この方法はLifestreamへハウスを登録する方法より安定性が低いため、必要な場合のみ使用してください。"
"BossModReborn","","","","Allows you to time specific abilities to cast at specific times.",""
"BossModReborn","","","","Allure of the Occult [AllureOfTheOccult]",""
"BossModReborn","","","","Aloalo Islekeeper [C030NIslekeeper]",""
"BossModReborn","","","","Aloalo Islekeeper [C030SIslekeeper]",""
"BossModReborn","","","","Aloalo Kiwakin [C030NKiwakin]",""
"BossModReborn","","","","Aloalo Kiwakin [C030SKiwakin]",""
"BossModReborn","","","","Aloalo Monk [C030NMonk]",""
"BossModReborn","","","","Aloalo Monk [C030SMonk]",""
"BossModReborn","","","","Aloalo Ray [C030NRay]",""
"BossModReborn","","","","Aloalo Ray [C030SRay]",""
"BossModReborn","","","","Aloalo Snipper [C030NSnipper]",""
"BossModReborn","","","","Aloalo Snipper [C030SSnipper]",""
"BossModReborn","","","","Aloalo Wood Golem [C030NWoodGolem]",""
"BossModReborn","","","","Aloalo Wood Golem [C030SWoodGolem]",""
"BossModReborn","","","","Alpha Omega [TOP]",""
"BossModReborn","","","","Alpha Zaghnal [D071AlphaZaghnal]",""
"BossModReborn","Action tweaks","","","Alt","Alt"
"BossModReborn","","","","Alt - delete from any list","Alt - すべてのリストから削除"
"BossModReborn","","","","Altar Airavata [AltarAiravata]",""
"BossModReborn","","","","Altar Arachne [AltarArachne]",""
"BossModReborn","","","","Altar Beast [AltarBeast]",""
"BossModReborn","","","","Altar Chimera [AltarChimera]",""
"BossModReborn","","","","Altar Diresaur [AltarDiresaur]",""
"BossModReborn","","","","Altar Dullahan [AltarDullahan]",""
"BossModReborn","","","","Altar Kelpie [AltarKelpie]",""
"BossModReborn","","","","Altar Mandragora [AltarMandragora]",""
"BossModReborn","","","","Altar Skatene [AltarSkatene]",""
"BossModReborn","","","","Altar Totem [AltarTotem]",""
"BossModReborn","","","","Alte Roite [O1NAlteRoite]",""
"BossModReborn","","","","Althyk & Nymeia [A22AlthykNymeia]",""
"BossModReborn","Boss modules and radar","Radar","","Always show all alive party members","生存中のPTメンバーを常に全員表示"
"BossModReborn","Boss modules and radar","Radar","","Always show focus targeted party member","フォーカスターゲット中のPTメンバーを常に表示"
"BossModReborn","","","","Always use preferred direction","常に優先方向を使用"
"BossModReborn","","","","Alzadaal's Legacy","近東秘宝 アルザダール海底遺跡群"
"BossModReborn","","","","Amalgam [D062Amalgam]",""
"BossModReborn","","","","Amaurot","終末幻想 アーモロート"
"BossModReborn","","","","Ambrose The Undeparted [D053Ambrose]",""
"BossModReborn","","","","Ambujam [D091Ambujam]",""
"BossModReborn","","","","Amdapor Keep","邪教排撃 古城アムダプール"
"BossModReborn","","","","Amdusias [D122Amdusias]",""
"BossModReborn","","","","Amhuluk [D131Amhuluk]",""
"BossModReborn","","","","Amikiri [D021Amikiri]",""
"BossModReborn","","","","Amon The Undying [D053Amon]",""
"BossModReborn","","","","Amon [A23Amon]",""
"BossModReborn","","","","Amphibious Talos [D042AmphibiousTalos]",""
"BossModReborn","","","","An Antidote for Anarchy: Ellerete Venomheart [AnAntidoteForAnarchy]",""
"BossModReborn","","","","An Art for the Living: Summoning Node [SummoningNode]",""
"BossModReborn","","","","An Unending Duty [AnUnendingDuty]",""
"BossModReborn","","","","An Unforeseen Bargain: Andromalius [Andromalius]",""
"BossModReborn","","","","An Unforeseen Bargain: Furcas [Furcas]",""
"BossModReborn","","","","Anabaseios: The Eleventh Circle (Savage)","万魔殿パンデモニウム零式：天獄編3"
"BossModReborn","","","","Anabaseios: The Ninth Circle (Savage)","万魔殿パンデモニウム零式：天獄編1"
"BossModReborn","","","","Anabaseios: The Tenth Circle (Savage)","万魔殿パンデモニウム零式：天獄編2"
"BossModReborn","","","","Anabaseios: The Twelfth Circle (Savage)","万魔殿パンデモニウム零式：天獄編4"
"BossModReborn","","","","Anamnesis Anyder","黒風海底 アニドラス・アナムネーシス"
"BossModReborn","","","","Anantaboga [D163Anantaboga]",""
"BossModReborn","","","","Ancestral Maliktender [DD60AncestralMaliktender]",""
"BossModReborn","","","","And the Flames Went Higher [Duel3Sartauvoir]",""
"BossModReborn","BMR Settings","","","Anemos","アネモス"
"BossModReborn","","","","Angada [Angada]",""
"BossModReborn","","","","Angelos [A30Trash2Pack1]",""
"BossModReborn","","","","Angelos [A30Trash2Pack2]",""
"BossModReborn","","","","Angra Mainyu [A31AngraMainyu]",""
"BossModReborn","","","","Anima [D023Anima]",""
"BossModReborn","Action tweaks","","","Animation lock max. simulated delay (read tooltip!)","アニメーションロックの最大疑似遅延（ツールチップ要確認）"
"BossModReborn","","","","Anonymise Retainers","リテイナー名を匿名化"
"BossModReborn","","","","Anonymize replays","リプレイを匿名化"
"BossModReborn","","","","Another Aloalo Island","アナザーダンジョン 異聞アロアロ島"
"BossModReborn","","","","Another Aloalo Island (Savage)","アナザーダンジョン 異聞アロアロ島 零式"
"BossModReborn","","","","Another Merchant's Tale","アナザーダンジョン 異聞商客物語"
"BossModReborn","","","","Another Mount Rokkon","アナザーダンジョン 異聞六根山"
"BossModReborn","","","","Another Mount Rokkon (Savage)","アナザーダンジョン 異聞六根山 零式"
"BossModReborn","","","","Another Sil'dihn Subterrane","アナザーダンジョン 異聞シラディハ水道"
"BossModReborn","","","","Another Sil'dihn Subterrane (Savage)","アナザーダンジョン 異聞シラディハ水道 零式"
"BossModReborn","","","","Anthracite [D072Anthracite]",""
"BossModReborn","","","","Antivirus X [D061AntivirusX]",""
"BossModReborn","","","","Any","任意"
"BossModReborn","","","","Apademak [Stage21Act2]",""
"BossModReborn","","","","Apollyon [D013Apollyon]",""
"BossModReborn","","","","Appalling Behavior [CE204AppallingBehavior]",""
"BossModReborn","Action tweaks","","","Apply to all dashes, not just gap closers","接近技だけでなく全てのダッシュに適用"
"BossModReborn","","","","Apyaahi The Architect [ApyaahiTheArchitect]",""
"BossModReborn","","","","Aquarius [A10Aquarius]",""
"BossModReborn","","","","Aqueduct Udumbara [C010NTrash1]",""
"BossModReborn","","","","Aqueduct Udumbara [C010STrash1]",""
"BossModReborn","","","","Arachne Eve [A21ArachneEve]",""
"BossModReborn","","","","Arch Aethereater [ArchAethereater]",""
"BossModReborn","","","","Arch Demon Piece [ArchDemonPiece]",""
"BossModReborn","","","","Arch-Eta [ArchEta]",""
"BossModReborn","","","","Arch-Lambda [D082ArchLambda]",""
"BossModReborn","","","","Arena Catoblepas [Stage06Act1]",""
"BossModReborn","","","","Arena Cherry Bomb [Stage08Act1]",""
"BossModReborn","","","","Arena Cyclops [Stage16Act1]",""
"BossModReborn","","","","Arena Dullahan [Stage01]",""
"BossModReborn","","","","Arena Eye [Stage06Act2]",""
"BossModReborn","","","","Arena Gelato [Stage02Act2]",""
"BossModReborn","","","","Arena Grenade [Stage22Act1]",""
"BossModReborn","","","","Arena Haagenti [Stage13Act1]",""
"BossModReborn","","","","Arena Imp [Stage21Act1]",""
"BossModReborn","","","","Arena Jam [Stage14Act1]",""
"BossModReborn","","","","Arena Jam [Stage14Act2]",""
"BossModReborn","","","","Arena Magus [Stage24Act1]",""
"BossModReborn","","","","Arena Manticore [Stage18Act1]",""
"BossModReborn","","","","Arena Manticore [Stage18Act2]",""
"BossModReborn","","","","Arena Mirrorknight [Stage26Act1]",""
"BossModReborn","","","","Arena Progenitrix [Stage08Act2]",""
"BossModReborn","","","","Arena Pudding [Stage02Act1]",""
"BossModReborn","","","","Arena Roselet [Stage12Act1]",""
"BossModReborn","","","","Arena Scribe [Stage24Act2]",""
"BossModReborn","","","","Arena Wolf [Stage04Act1]",""
"BossModReborn","","","","Arena: background",""
"BossModReborn","","","","Arena: border",""
"BossModReborn","","","","Arena: enemy",""
"BossModReborn","","","","Arena: future vulnerable",""
