Plugin,Menu,Section,Type,English,Japanese
"ExplorersIcebox","","","","Cotton","無人島の綿花"
"ExplorersIcebox","","","","Crystal Formation","無人島のクリスタル層"
"ExplorersIcebox","","","","Current Amount","現在所持数"
"ExplorersIcebox","","","","Durium Sand","無人島の翠銀砂"
"ExplorersIcebox","","","","Effervescent Water","無人島のソーダ水"
"ExplorersIcebox","","","","Flying XP","飛行経験値稼ぎ"
"ExplorersIcebox","","","","Gather Amount","採集目標数"
"ExplorersIcebox","","","","Glimshroom","無人島のトモシビダケ"
"ExplorersIcebox","","","","Gold Ore","無人島の金鉱"
"ExplorersIcebox","","","","Ground XP","地上経験値稼ぎ"
"ExplorersIcebox","","","","Hawk's Eye Sand","無人島の鷹目砂"
"ExplorersIcebox","","","","Hemp","無人島の麻"
"ExplorersIcebox","","","","Ignore","除外"
"ExplorersIcebox","","","","Iron Ore","無人島の鉄鉱"
"ExplorersIcebox","","","","Islefish","無人島の海水魚"
"ExplorersIcebox","","","","Islewort","無人島の草葉"
"ExplorersIcebox","","","","Item","アイテム"
"ExplorersIcebox","","","","Item Per Loop","1周あたりの個数"
"ExplorersIcebox","","","","Jellyfish","無人島のジェリーフィッシュ"
"ExplorersIcebox","","","","Keep this many items","残しておく個数"
"ExplorersIcebox","","","","Laver","無人島の玉藻"
"ExplorersIcebox","","","","Leucogranite","無人島の花崗岩"
"ExplorersIcebox","","","","Limestone","無人島の石灰岩"
"ExplorersIcebox","","","","Log","無人島の原木"
"ExplorersIcebox","","","","Loop Amount","周回数"
"ExplorersIcebox","","","","Marble","無人島の大理石"
"ExplorersIcebox","","","","Material Grind","素材集め"
"ExplorersIcebox","","","","Maximum Possible Loops","最大周回可能数"
"ExplorersIcebox","","","","Multicolored Isleblooms","無人島の極彩色の花"
"ExplorersIcebox","","","","Mythril Ore","無人島の霊銀鉱"
"ExplorersIcebox","","","","Palm Leaf","無人島のパームリーフ"
"ExplorersIcebox","","","","Palm Log","無人島のパーム原木"
"ExplorersIcebox","","","","Parsnip Seed","アイルパースニップの種"
"ExplorersIcebox","","","","Popoto Seed","アイルポポトの種芋"
"ExplorersIcebox","","","","Pumpkin Seed","アイルパンプキンの種"
"ExplorersIcebox","","","","Quartz","無人島のクォーツ"
"ExplorersIcebox","","","","Repeat Loop","周回を繰り返す"
"ExplorersIcebox","","","","Resin","無人島の天然樹脂"
"ExplorersIcebox","","","","Rock Salt","無人島の岩塩"
"ExplorersIcebox","","","","Run Maximum Loops","可能な最大回数まで周回"
"ExplorersIcebox","","","","Run the max amount of loops that you can with the current amount to keep.
Good if you want to just get as many as you can w/o setting a specific item amount","残しておく個数を基準に、可能な最大回数まで周回します。
個別の採集目標数を設定せず、できるだけ多く集めたい場合に便利です。"
"ExplorersIcebox","","","","Sand","無人島の砂"
"ExplorersIcebox","","","","Sap","無人島の樹液"
"ExplorersIcebox","","","","Select Mode","モード選択"
"ExplorersIcebox","","","","Select Route","ルート選択"
"ExplorersIcebox","","","","Shale","無人島の堆積岩"
"ExplorersIcebox","","","","Skip Selling Items","アイテム売却をスキップ"
"ExplorersIcebox","","","","Spectrine","無人島の幻影石"
"ExplorersIcebox","","","","Squid","無人島のスキッド"
"ExplorersIcebox","","","","Start","開始"
"ExplorersIcebox","","","","Stone","無人島の石材"
"ExplorersIcebox","","","","Stop","停止"
"ExplorersIcebox","","","","Sugarcane","無人島のサトウキビ"
"ExplorersIcebox","","","","The current setup is not possible without causing issues.
Please adjust either how many items to keep, or how many you want to gather. ","現在の設定では正常に実行できません。
残しておく個数、または採集目標数を調整してください。"
"ExplorersIcebox","","","","Tinsand","無人島の砂錫"
"ExplorersIcebox","","","","Vine","無人島のつる"
"ExplorersIcebox","","","","Wood Opal","無人島のウッドオパール"
"ExplorersIcebox","","","","Yellow Copper Ore","無人島の黄銅鉱"
